Term,pmi,freq_pos,freq_neg,VAD original,VAD extended,valence,arousal,dominance,frequency
drowsy,1.316,6,26,1,1,0.375,0.18,0.24,32
imprisonment,1.316,20,80,1,1,0.133,0.63,0.471,100
adobe,1.316,6,26,1,1,0.5,0.319,0.328,32
stimulate,1.316,13,53,1,1,0.792,0.798,0.754,66
heartily,1.316,6,26,1,1,0.927,0.531,0.664,32
cameraman,1.316,6,26,1,1,0.542,0.452,0.542,32
anointing,1.316,6,26,1,1,0.653,0.35,0.547,32
convoluted,1.316,6,26,1,1,0.323,0.614,0.433,32
plop,1.316,6,26,1,1,0.385,0.475,0.349,32
pulpit,1.316,6,26,1,1,0.469,0.449,0.517,32
distinctive,1.316,6,26,1,1,0.885,0.52,0.604,32
selflove,1.316,6,26,1,1,0.854,0.63,0.661,32
devote,1.316,27,107,1,1,0.802,0.49,0.642,134
axis,1.316,13,53,1,1,0.209,0.25,0.356,66
mahogany,1.316,6,26,1,1,0.602,0.225,0.393,32
thaw,1.316,6,26,1,1,0.438,0.321,0.327,32
hunchback,1.316,6,26,1,1,0.208,0.39,0.259,32
meadow,1.314,21,84,1,1,0.622,0.13,0.382,105
proportion,1.313,22,88,1,1,0.541,0.462,0.518,110
rebuild,1.312,61,239,1,1,0.656,0.557,0.519,300
physique,1.311,7,30,1,1,0.643,0.5,0.543,37
washroom,1.311,7,30,1,1,0.5,0.364,0.446,37
feigned,1.311,7,30,1,1,0.173,0.602,0.333,37
dispossessed,1.311,7,30,1,1,0.354,0.577,0.331,37
parable,1.311,7,30,1,1,0.479,0.357,0.525,37
reef,1.311,7,30,1,1,0.583,0.49,0.456,37
altar,1.311,23,92,1,1,0.724,0.387,0.635,115
basin,1.311,7,30,1,1,0.552,0.231,0.398,37
reciprocity,1.311,7,30,1,1,0.74,0.673,0.556,37
poetry,1.311,383,1488,1,1,0.697,0.235,0.629,1871
tolerance,1.31,65,255,1,1,0.875,0.206,0.649,320
excerpt,1.309,33,131,1,1,0.437,0.367,0.543,164
descending,1.309,16,65,1,1,0.219,0.493,0.25,81
advancement,1.308,8,34,1,1,0.776,0.65,0.839,42
clubhouse,1.308,8,34,1,1,0.694,0.571,0.493,42
indigo,1.306,18,73,1,1,0.514,0.365,0.473,91
calm,1.306,729,2843,1,1,0.875,0.1,0.282,3572
soothing,1.306,135,529,1,1,0.625,0.179,0.519,664
covert,1.305,9,38,1,1,0.5,0.57,0.508,47
rim,1.305,19,77,1,1,0.51,0.397,0.302,96
await,1.305,49,194,1,1,0.448,0.264,0.276,243
hypnotized,1.305,9,38,1,1,0.449,0.434,0.38,47
renew,1.304,30,120,1,1,0.868,0.481,0.713,150
descend,1.304,20,81,1,1,0.385,0.535,0.231,101
detach,1.303,42,167,1,1,0.357,0.625,0.45,209
brainstorm,1.302,10,42,1,1,0.794,0.784,0.636,52
clearing,1.302,44,175,1,1,0.68,0.333,0.509,219
adapt,1.301,93,367,1,1,0.74,0.355,0.551,460
tremble,1.301,23,93,1,1,0.177,0.878,0.388,116
accompaniment,1.301,11,46,1,1,0.74,0.479,0.695,57
nymph,1.301,11,46,1,1,0.542,0.529,0.472,57
grandeur,1.301,23,93,1,1,0.885,0.796,0.839,116
rosary,1.301,11,46,1,1,0.806,0.14,0.43,57
passage,1.3,60,238,1,1,0.429,0.314,0.37,298
brittle,1.299,12,50,1,1,0.276,0.49,0.272,62
unfold,1.299,38,152,1,1,0.612,0.51,0.52,190
peril,1.299,12,50,1,1,0.052,0.91,0.518,62
boon,1.297,13,54,1,1,0.878,0.294,0.642,67
quietly,1.297,308,1214,1,1,0.561,0.125,0.321,1522
banished,1.294,34,137,1,1,0.052,0.713,0.37,171
defined,1.294,106,421,1,1,0.67,0.214,0.646,527
rightly,1.293,35,141,1,1,0.74,0.471,0.782,176
vein,1.293,36,145,1,1,0.347,0.373,0.318,181
dominance,1.293,18,74,1,1,0.542,0.775,0.839,92
filth,1.292,57,228,1,1,0.194,0.592,0.319,285
cardinal,1.292,19,78,1,1,0.583,0.358,0.712,97
fragility,1.291,21,86,1,1,0.316,0.306,0.2,107
captivating,1.29,23,94,1,1,0.895,0.594,0.816,117
task,1.289,209,831,1,1,0.55,0.353,0.5,1040
sufficient,1.283,72,290,1,1,0.833,0.33,0.588,362
zone,1.283,483,1929,1,1,0.531,0.349,0.382,2412
refuge,1.281,193,774,1,1,0.64,0.238,0.481,967
starved,1.28,253,1014,1,1,0.097,0.689,0.219,1267
treadmill,1.279,15,63,1,1,0.459,0.636,0.436,78
unscathed,1.279,5,23,1,1,0.625,0.308,0.611,28
sovereign,1.279,14,59,1,1,0.698,0.5,0.885,73
peppermint,1.279,10,43,1,1,0.72,0.264,0.271,53
imitation,1.279,9,39,1,1,0.406,0.592,0.343,48
hindrance,1.279,8,35,1,1,0.135,0.545,0.473,43
coursing,1.279,5,23,1,1,0.542,0.472,0.546,28
liberated,1.279,28,115,1,1,0.78,0.63,0.683,143
belongings,1.279,19,79,1,1,0.592,0.38,0.75,98
unorthodox,1.279,5,23,1,1,0.34,0.48,0.441,28
sacrament,1.279,7,31,1,1,0.69,0.316,0.7,38
enthralled,1.279,5,23,1,1,0.745,0.602,0.615,28
inaccessible,1.279,13,55,1,1,0.083,0.585,0.446,68
improbable,1.279,5,23,1,1,0.097,0.412,0.439,28
retaliate,1.279,5,23,1,1,0.111,0.812,0.595,28
pointer,1.279,5,23,1,1,0.583,0.382,0.5,28
resourceful,1.279,9,39,1,1,0.906,0.704,0.886,48
nomadic,1.279,10,43,1,1,0.427,0.519,0.422,53
intrinsically,1.279,8,35,1,1,0.459,0.382,0.538,43
barred,1.279,7,31,1,1,0.143,0.741,0.535,38
compel,1.279,7,31,1,1,0.2,0.847,0.625,38
desertion,1.279,6,27,1,1,0.122,0.63,0.289,33
plowing,1.279,6,27,1,1,0.562,0.531,0.518,33
fragment,1.279,12,51,1,1,0.211,0.316,0.429,63
hopper,1.279,51,207,1,1,0.396,0.491,0.442,258
verily,1.279,9,39,1,1,0.713,0.351,0.585,48
ablaze,1.279,6,27,1,1,0.24,0.847,0.525,33
squint,1.279,6,27,1,1,0.385,0.461,0.452,33
sift,1.279,5,23,1,1,0.542,0.412,0.461,28
ogre,1.279,15,63,1,1,0.135,0.698,0.51,78
inhabited,1.279,11,47,1,1,0.667,0.361,0.51,58
adventurer,1.279,13,55,1,1,0.781,0.839,0.868,68
healer,1.279,47,191,1,1,0.863,0.378,0.741,238
unchanged,1.279,6,27,1,1,0.49,0.204,0.237,33
bead,1.279,6,27,1,1,0.592,0.388,0.381,33
parachute,1.279,9,39,1,1,0.562,0.787,0.564,48
reprieve,1.279,18,75,1,1,0.531,0.471,0.574,93
monsieur,1.279,7,31,1,1,0.552,0.34,0.623,38
comfort,1.279,2528,10122,1,1,0.863,0.231,0.67,12650
creation,1.275,163,658,1,1,0.927,0.575,0.868,821
pounding,1.274,42,172,1,1,0.333,0.843,0.731,214
refreshing,1.273,159,643,1,1,0.936,0.52,0.571,802
adoration,1.272,33,136,1,1,0.885,0.699,0.708,169
repent,1.272,32,132,1,1,0.449,0.422,0.386,164
bloom,1.271,171,693,1,1,0.816,0.453,0.587,864
examine,1.271,27,112,1,1,0.615,0.623,0.786,139
abyss,1.27,227,920,1,1,0.353,0.725,0.296,1147
oath,1.268,20,84,1,1,0.543,0.615,0.824,104
condemn,1.266,36,149,1,1,0.102,0.793,0.625,185
corps,1.266,17,72,1,1,0.551,0.453,0.483,89
sunken,1.265,16,68,1,1,0.103,0.476,0.173,84
surrender,1.265,100,409,1,1,0.115,0.396,0.186,509
observation,1.264,65,267,1,1,0.633,0.433,0.667,332
religion,1.264,279,1137,1,1,0.646,0.32,0.755,1416
raising,1.263,214,873,1,1,0.735,0.519,0.643,1087
inheritance,1.263,14,60,1,1,0.9,0.565,0.798,74
outgoing,1.262,83,341,1,1,0.65,0.472,0.538,424
stall,1.262,41,170,1,1,0.37,0.245,0.292,211
domain,1.26,25,105,1,1,0.573,0.549,0.828,130
unsung,1.26,12,52,1,1,0.296,0.33,0.314,64
skyline,1.26,12,52,1,1,0.592,0.412,0.662,64
planner,1.26,12,52,1,1,0.76,0.469,0.868,64
incarceration,1.259,11,48,1,1,0.1,0.8,0.397,59
barefoot,1.259,11,48,1,1,0.445,0.373,0.241,59
skewed,1.259,11,48,1,1,0.34,0.48,0.361,59
deceptive,1.257,10,44,1,1,0.027,0.605,0.294,54
contradictory,1.257,21,89,1,1,0.365,0.651,0.421,110
loosen,1.257,10,44,1,1,0.487,0.337,0.218,54
airs,1.257,10,44,1,1,0.583,0.196,0.37,54
buff,1.257,32,134,1,1,0.561,0.425,0.361,166
cave,1.255,481,1975,1,1,0.459,0.333,0.38,2456
unrest,1.255,9,40,1,1,0.102,0.577,0.231,49
gale,1.255,9,40,1,1,0.271,0.691,0.611,49
famously,1.255,9,40,1,1,0.856,0.765,0.787,49
planetary,1.255,9,40,1,1,0.604,0.5,0.62,49
willful,1.255,9,40,1,1,0.557,0.719,0.642,49
coil,1.255,9,40,1,1,0.448,0.343,0.298,49
pesky,1.255,9,40,1,1,0.25,0.76,0.431,49
ancient,1.254,146,602,1,1,0.42,0.217,0.439,748
ditto,1.253,27,114,1,1,0.449,0.418,0.411,141
sage,1.253,45,188,1,1,0.781,0.327,0.693,233
archangel,1.252,8,36,1,1,0.837,0.5,0.708,44
horizon,1.251,129,534,1,1,0.729,0.284,0.59,663
dialogue,1.25,101,419,1,1,0.599,0.441,0.625,520
clockwork,1.25,16,69,1,1,0.49,0.373,0.528,85
pry,1.25,16,69,1,1,0.406,0.482,0.5,85
doorway,1.25,24,102,1,1,0.573,0.304,0.496,126
unseen,1.25,73,304,1,1,0.427,0.351,0.421,377
plateau,1.249,7,32,1,1,0.611,0.316,0.4,39
forceful,1.249,7,32,1,1,0.533,0.673,0.898,39
origin,1.248,61,255,1,1,0.729,0.435,0.591,316
recite,1.247,22,94,1,1,0.688,0.398,0.453,116
grounded,1.247,75,313,1,1,0.531,0.601,0.509,388
framework,1.247,14,61,1,1,0.459,0.33,0.36,75
communal,1.247,44,185,1,1,0.592,0.321,0.556,229
imaginative,1.246,21,90,1,1,0.78,0.541,0.593,111
deer,1.246,72,301,1,1,0.583,0.375,0.292,373
strength,1.246,1209,5005,1,1,0.802,0.682,0.858,6214
fungus,1.244,6,28,1,1,0.388,0.337,0.173,34
idealistic,1.244,13,57,1,1,0.812,0.469,0.755,70
preface,1.244,6,28,1,1,0.459,0.375,0.557,34
projector,1.244,6,28,1,1,0.573,0.491,0.711,34
acquisition,1.244,6,28,1,1,0.698,0.509,0.736,34
unfettered,1.244,6,28,1,1,0.569,0.65,0.586,34
reverend,1.244,6,28,1,1,0.65,0.337,0.576,34
reverting,1.244,6,28,1,1,0.562,0.385,0.544,34
consciousness,1.244,125,521,1,1,0.84,0.483,0.755,646
interval,1.244,6,28,1,1,0.51,0.284,0.4,34
crystal,1.242,110,460,1,1,0.618,0.27,0.508,570
spotlight,1.241,95,398,1,1,0.688,0.353,0.519,493
symbolism,1.24,24,103,1,1,0.688,0.347,0.64,127
solid,1.239,353,1473,1,1,0.667,0.304,0.763,1826
standstill,1.239,5,24,1,1,0.441,0.203,0.5,29
quail,1.239,5,24,1,1,0.5,0.318,0.287,29
invasive,1.239,11,49,1,1,0.194,0.73,0.598,60
inexpensive,1.239,5,24,1,1,0.694,0.414,0.26,29
esteemed,1.239,5,24,1,1,0.694,0.418,0.531,29
opiate,1.239,5,24,1,1,0.281,0.594,0.598,29
hawking,1.239,5,24,1,1,0.521,0.509,0.491,29
mount,1.239,47,199,1,1,0.5,0.292,0.348,246
insistence,1.239,5,24,1,1,0.418,0.704,0.645,29
empirical,1.239,5,24,1,1,0.5,0.51,0.574,29
syndicate,1.239,5,24,1,1,0.439,0.491,0.673,29
concealed,1.239,11,49,1,1,0.344,0.363,0.352,60
unwise,1.239,5,24,1,1,0.141,0.61,0.304,29
undoing,1.239,11,49,1,1,0.219,0.452,0.298,60
epilogue,1.239,11,49,1,1,0.582,0.353,0.466,60
yew,1.239,11,49,1,1,0.312,0.207,0.311,60
runway,1.239,11,49,1,1,0.585,0.373,0.406,60
debauchery,1.239,5,24,1,1,0.354,0.901,0.5,29
exile,1.237,115,483,1,1,0.184,0.63,0.483,598
hustle,1.237,103,433,1,1,0.406,0.661,0.427,536
chastity,1.236,16,70,1,1,0.469,0.392,0.509,86
intermittent,1.235,10,45,1,1,0.337,0.565,0.436,55
erect,1.235,10,45,1,1,0.643,0.885,0.627,55
assorted,1.235,10,45,1,1,0.602,0.46,0.472,55
gulp,1.235,10,45,1,1,0.551,0.66,0.409,55
patio,1.235,21,91,1,1,0.562,0.245,0.402,112
classical,1.234,37,158,1,1,0.643,0.198,0.536,195
ugliness,1.234,53,225,1,1,0.094,0.407,0.267,278
integrate,1.234,15,66,1,1,0.729,0.39,0.7,81
tent,1.232,56,238,1,1,0.51,0.275,0.333,294
chirping,1.232,30,129,1,1,0.5,0.463,0.36,159
cusp,1.231,9,41,1,1,0.667,0.71,0.7,50
naval,1.231,9,41,1,1,0.542,0.449,0.679,50
sufficiently,1.231,14,62,1,1,0.776,0.367,0.714,76
sensitivity,1.229,28,121,1,1,0.75,0.417,0.395,149
varied,1.228,18,79,1,1,0.604,0.701,0.472,97
palace,1.228,112,475,1,1,0.878,0.51,0.804,587
dispel,1.227,13,58,1,1,0.388,0.402,0.411,71
impose,1.227,22,96,1,1,0.503,0.721,0.745,118
sag,1.227,22,96,1,1,0.153,0.578,0.445,118
mechanical,1.225,17,75,1,1,0.479,0.569,0.564,92
homage,1.225,17,75,1,1,0.833,0.56,0.737,92
infiltrate,1.225,8,37,1,1,0.408,0.745,0.587,45
intangible,1.225,8,37,1,1,0.525,0.48,0.473,45
pendulum,1.225,8,37,1,1,0.542,0.368,0.434,45
socialite,1.225,8,37,1,1,0.684,0.668,0.57,45
reborn,1.225,39,168,1,1,0.802,0.618,0.737,207
occasional,1.225,132,561,1,1,0.49,0.298,0.387,693
bounty,1.224,21,92,1,1,0.76,0.755,0.833,113
carriage,1.224,21,92,1,1,0.65,0.538,0.491,113
dwell,1.224,148,629,1,1,0.698,0.245,0.611,777
abrupt,1.223,12,54,1,1,0.271,0.819,0.545,66
tumble,1.223,12,54,1,1,0.276,0.556,0.272,66
architecture,1.223,25,109,1,1,0.82,0.39,0.694,134
glittering,1.223,12,54,1,1,0.86,0.588,0.818,66
affirm,1.222,16,71,1,1,0.745,0.509,0.731,87
chosen,1.222,317,1346,1,1,0.865,0.449,0.833,1663
stimulating,1.222,20,88,1,1,0.74,0.804,0.809,108
duke,1.22,52,224,1,1,0.667,0.44,0.669,276
enforce,1.219,11,50,1,1,0.583,0.644,0.836,61
resounding,1.219,7,33,1,1,0.49,0.708,0.596,40
errand,1.219,7,33,1,1,0.385,0.519,0.482,40
coveted,1.219,7,33,1,1,0.661,0.73,0.625,40
makeshift,1.219,7,33,1,1,0.479,0.611,0.389,40
exasperated,1.219,7,33,1,1,0.229,0.816,0.377,40
ebb,1.219,11,50,1,1,0.354,0.451,0.404,61
renowned,1.219,11,50,1,1,0.844,0.481,0.697,61
bordering,1.219,7,33,1,1,0.643,0.382,0.438,40
distinction,1.217,38,165,1,1,0.584,0.571,0.75,203
evolution,1.217,96,412,1,1,0.781,0.657,0.854,508
inhumane,1.216,22,97,1,1,0.104,0.587,0.402,119
reside,1.216,41,178,1,1,0.451,0.44,0.455,219
counterpart,1.215,14,63,1,1,0.448,0.608,0.577,77
vibration,1.214,21,93,1,1,0.583,0.657,0.528,114
ordained,1.214,10,46,1,1,0.735,0.409,0.731,56
flows,1.214,54,234,1,1,0.571,0.48,0.434,288
contradict,1.214,10,46,1,1,0.16,0.598,0.482,56
maximize,1.214,10,46,1,1,0.823,0.765,0.792,56
behold,1.213,57,247,1,1,0.61,0.284,0.449,304
nourish,1.212,56,243,1,1,0.878,0.46,0.639,299
crossword,1.21,6,29,1,1,0.611,0.423,0.455,35
unveil,1.21,6,29,1,1,0.439,0.442,0.562,35
subdue,1.21,6,29,1,1,0.275,0.64,0.784,35
monarchy,1.21,6,29,1,1,0.45,0.557,0.87,35
residual,1.21,6,29,1,1,0.448,0.288,0.327,35
resolute,1.21,6,29,1,1,0.771,0.51,0.712,35
jolt,1.21,6,29,1,1,0.365,0.708,0.358,35
frenzy,1.21,13,59,1,1,0.61,0.965,0.682,72
seals,1.21,13,59,1,1,0.412,0.241,0.402,72
eyesight,1.21,6,29,1,1,0.75,0.226,0.343,35
elect,1.21,13,59,1,1,0.667,0.554,0.661,72
total,1.21,507,2177,1,1,0.771,0.286,0.714,2684
trees,1.209,466,2003,1,1,0.653,0.137,0.537,2469
consolation,1.209,71,308,1,1,0.408,0.25,0.304,379
analyze,1.209,33,145,1,1,0.667,0.462,0.71,178
keeper,1.208,87,377,1,1,0.612,0.457,0.773,464
abundant,1.208,26,115,1,1,0.958,0.59,0.76,141
authenticity,1.208,26,115,1,1,0.67,0.548,0.845,141
aide,1.207,9,42,1,1,0.724,0.342,0.434,51
pane,1.207,9,42,1,1,0.385,0.25,0.444,51
grunt,1.207,9,42,1,1,0.286,0.798,0.392,51
reread,1.207,52,227,1,1,0.448,0.377,0.492,279
conversion,1.206,22,98,1,1,0.48,0.605,0.736,120
hinder,1.206,22,98,1,1,0.276,0.537,0.47,120
pause,1.206,104,451,1,1,0.429,0.188,0.264,555
humbly,1.205,12,55,1,1,0.771,0.194,0.37,67
startled,1.205,12,55,1,1,0.333,0.865,0.526,67
weakness,1.205,289,1249,1,1,0.088,0.37,0.125,1538
exploration,1.204,72,314,1,1,0.594,0.65,0.773,386
invisibility,1.203,21,94,1,1,0.438,0.461,0.382,115
invaluable,1.203,24,107,1,1,0.74,0.5,0.745,131
respecting,1.202,33,146,1,1,0.837,0.321,0.72,179
space,1.201,2972,12867,1,1,0.8,0.317,0.573,15839
affirmation,1.199,41,181,1,1,0.75,0.5,0.689,222
inaugural,1.199,5,25,1,1,0.684,0.567,0.608,30
spectator,1.199,8,38,1,1,0.694,0.56,0.667,46
darkened,1.199,35,155,1,1,0.135,0.44,0.452,190
panacea,1.199,5,25,1,1,0.42,0.427,0.613,30
disobedience,1.199,5,25,1,1,0.051,0.868,0.369,30
earnings,1.199,5,25,1,1,0.938,0.65,0.875,30
thump,1.199,8,38,1,1,0.28,0.792,0.608,46
sensor,1.199,5,25,1,1,0.571,0.377,0.542,30
tinker,1.199,8,38,1,1,0.396,0.528,0.275,46
cappuccino,1.199,5,25,1,1,0.792,0.279,0.384,30
yank,1.199,5,25,1,1,0.271,0.63,0.538,30
retract,1.199,8,38,1,1,0.316,0.443,0.358,46
align,1.197,31,138,1,1,0.656,0.364,0.627,169
euphoric,1.196,22,99,1,1,0.745,0.904,0.588,121
commence,1.196,19,86,1,1,0.76,0.585,0.741,105
tendency,1.195,70,308,1,1,0.684,0.5,0.675,378
imagery,1.194,30,134,1,1,0.653,0.327,0.39,164
dwelling,1.194,86,378,1,1,0.765,0.33,0.481,464
silent,1.194,927,4042,1,1,0.469,0.125,0.28,4969
output,1.194,13,60,1,1,0.604,0.389,0.434,73
liberating,1.194,97,426,1,1,0.915,0.62,0.745,523
hillside,1.194,13,60,1,1,0.625,0.292,0.458,73
rejoin,1.192,10,47,1,1,0.655,0.548,0.556,57
sermon,1.192,29,130,1,1,0.417,0.507,0.615,159
shrine,1.192,29,130,1,1,0.802,0.255,0.574,159
elevated,1.191,18,82,1,1,0.704,0.594,0.62,100
spacious,1.191,18,82,1,1,0.88,0.365,0.557,100
heathen,1.19,7,34,1,1,0.194,0.529,0.491,41
gradual,1.19,7,34,1,1,0.571,0.35,0.509,41
shoveling,1.19,7,34,1,1,0.265,0.62,0.537,41
inaction,1.19,7,34,1,1,0.323,0.225,0.325,41
disparity,1.19,7,34,1,1,0.208,0.482,0.361,41
barring,1.19,7,34,1,1,0.292,0.67,0.42,41
burrow,1.19,7,34,1,1,0.438,0.28,0.355,41
quota,1.19,7,34,1,1,0.427,0.41,0.4,41
ascension,1.19,15,69,1,1,0.765,0.72,0.714,84
canopy,1.19,7,34,1,1,0.615,0.264,0.398,41
muddy,1.19,15,69,1,1,0.292,0.4,0.283,84
convey,1.189,73,323,1,1,0.719,0.633,0.708,396
veil,1.189,41,183,1,1,0.5,0.235,0.415,224
outer,1.188,93,411,1,1,0.552,0.471,0.456,504
ode,1.187,84,372,1,1,0.604,0.269,0.519,456
evolve,1.186,50,223,1,1,0.655,0.692,0.896,273
pine,1.186,60,267,1,1,0.583,0.225,0.312,327
whittle,1.184,4,21,1,1,0.347,0.451,0.427,25
banishment,1.184,4,21,1,1,0.16,0.775,0.298,25
quotation,1.184,4,21,1,1,0.796,0.59,0.461,25
evasion,1.184,4,21,1,1,0.229,0.51,0.418,25
agate,1.184,4,21,1,1,0.54,0.377,0.483,25
copious,1.184,14,65,1,1,0.427,0.462,0.527,79
gratuitous,1.184,4,21,1,1,0.735,0.65,0.452,25
beverage,1.184,19,87,1,1,0.635,0.49,0.389,106
unresponsive,1.184,4,21,1,1,0.108,0.282,0.244,25
cooperating,1.184,4,21,1,1,0.76,0.39,0.693,25
forte,1.184,14,65,1,1,0.829,0.737,0.8,79
courthouse,1.184,4,21,1,1,0.571,0.503,0.818,25
alibi,1.184,4,21,1,1,0.396,0.528,0.556,25
vanquish,1.184,4,21,1,1,0.708,0.76,0.804,25
ruffle,1.184,4,21,1,1,0.443,0.561,0.518,25
psychotherapy,1.184,4,21,1,1,0.396,0.547,0.651,25
dunce,1.184,4,21,1,1,0.188,0.327,0.146,25
knotted,1.184,4,21,1,1,0.226,0.412,0.294,25
disengagement,1.184,4,21,1,1,0.327,0.373,0.395,25
thistle,1.184,4,21,1,1,0.427,0.423,0.357,25
microcosm,1.184,4,21,1,1,0.5,0.5,0.52,25
tariff,1.184,4,21,1,1,0.459,0.402,0.491,25
beset,1.184,4,21,1,1,0.385,0.717,0.317,25
elk,1.184,9,43,1,1,0.439,0.337,0.34,52
softening,1.184,4,21,1,1,0.7,0.255,0.361,25
swordsman,1.184,4,21,1,1,0.395,0.857,0.696,25
implement,1.184,14,65,1,1,0.72,0.573,0.792,79
transfixed,1.184,4,21,1,1,0.427,0.66,0.528,25
determination,1.182,53,237,1,1,0.776,0.725,0.795,290
newfound,1.182,21,96,1,1,0.745,0.741,0.52,117
retribution,1.18,11,52,1,1,0.625,0.49,0.708,63
infused,1.18,11,52,1,1,0.385,0.473,0.546,63
lens,1.18,35,158,1,1,0.42,0.245,0.472,193
exude,1.18,11,52,1,1,0.375,0.519,0.411,63
ennui,1.18,23,105,1,1,0.406,0.461,0.316,128
infinity,1.18,73,326,1,1,0.516,0.459,0.805,399
materials,1.18,30,136,1,1,0.633,0.361,0.473,166
liberty,1.178,60,269,1,1,0.938,0.579,0.836,329
puny,1.178,6,30,1,1,0.312,0.324,0.135,36
dotted,1.178,6,30,1,1,0.48,0.347,0.426,36
bluebird,1.178,6,30,1,1,0.573,0.35,0.45,36
cornerstone,1.178,6,30,1,1,0.55,0.388,0.596,36
silhouette,1.178,27,123,1,1,0.582,0.41,0.288,150
huntress,1.178,6,30,1,1,0.357,0.717,0.765,36
compressed,1.178,6,30,1,1,0.323,0.396,0.388,36
dell,1.178,6,30,1,1,0.458,0.38,0.453,36
lush,1.176,47,212,1,1,0.74,0.783,0.833,259
forge,1.176,31,141,1,1,0.52,0.424,0.686,172
revival,1.175,24,110,1,1,0.823,0.664,0.597,134
conquering,1.174,17,79,1,1,0.76,0.873,0.936,96
sans,1.174,44,199,1,1,0.459,0.294,0.246,243
abstain,1.174,8,39,1,1,0.385,0.385,0.427,47
energy,1.174,1599,7113,1,1,0.944,0.725,0.868,8712
sandy,1.173,37,168,1,1,0.406,0.265,0.296,205
fresh,1.173,394,1756,1,1,0.908,0.292,0.419,2150
backdrop,1.173,19,88,1,1,0.32,0.309,0.444,107
sociable,1.173,79,355,1,1,0.854,0.459,0.627,434
icy,1.172,52,235,1,1,0.684,0.375,0.345,287
fortunes,1.172,10,48,1,1,0.824,0.706,0.789,58
notably,1.172,10,48,1,1,0.792,0.533,0.689,58
kayak,1.17,12,57,1,1,0.592,0.6,0.364,69
imprisoned,1.17,51,231,1,1,0.032,0.717,0.302,282
depart,1.17,25,115,1,1,0.398,0.48,0.444,140
seduction,1.17,12,57,1,1,0.51,0.891,0.618,69
conformity,1.169,14,66,1,1,0.645,0.363,0.579,80
shudder,1.169,14,66,1,1,0.344,0.791,0.559,80
embark,1.167,20,93,1,1,0.541,0.55,0.619,113
painting,1.166,234,1052,1,1,0.792,0.324,0.333,1286
roaring,1.166,26,120,1,1,0.449,0.817,0.634,146
desire,1.166,829,3719,1,1,0.896,0.692,0.647,4548
learning,1.165,949,4262,1,1,0.833,0.588,0.574,5211
buildings,1.164,54,246,1,1,0.582,0.38,0.552,300
grass,1.164,170,767,1,1,0.604,0.164,0.333,937
headphones,1.163,169,763,1,1,0.6,0.357,0.336,932
senses,1.163,106,480,1,1,0.74,0.461,0.693,586
discomfort,1.162,61,278,1,1,0.153,0.719,0.272,339
daemon,1.162,5,26,1,1,0.333,0.49,0.5,31
occult,1.162,7,35,1,1,0.292,0.382,0.406,42
platter,1.162,7,35,1,1,0.686,0.245,0.219,42
housekeeper,1.162,5,26,1,1,0.694,0.279,0.52,31
interfere,1.162,19,89,1,1,0.323,0.714,0.471,108
apparatus,1.162,5,26,1,1,0.375,0.353,0.377,31
arch,1.162,23,107,1,1,0.5,0.354,0.468,130
barbershop,1.162,5,26,1,1,0.597,0.441,0.382,31
disintegrate,1.162,5,26,1,1,0.143,0.66,0.364,31
retention,1.162,5,26,1,1,0.344,0.49,0.558,31
soften,1.162,15,71,1,1,0.694,0.194,0.392,86
terrace,1.162,11,53,1,1,0.615,0.269,0.411,64
tenure,1.162,7,35,1,1,0.615,0.472,0.611,42
famished,1.162,5,26,1,1,0.177,0.654,0.282,31
intensity,1.162,45,206,1,1,0.622,0.93,0.952,251
curt,1.162,5,26,1,1,0.245,0.61,0.452,31
voluntarily,1.162,23,107,1,1,0.847,0.46,0.527,130
stunning,1.161,118,535,1,1,0.888,0.673,0.858,653
knowledge,1.16,376,1698,1,1,0.847,0.43,0.896,2074
minor,1.159,120,545,1,1,0.25,0.235,0.175,665
grounds,1.159,38,175,1,1,0.667,0.5,0.598,213
cape,1.158,53,243,1,1,0.531,0.235,0.357,296
participation,1.157,24,112,1,1,0.781,0.7,0.702,136
odyssey,1.157,22,103,1,1,0.622,0.692,0.71,125
excel,1.157,22,103,1,1,0.561,0.363,0.466,125
mat,1.156,37,171,1,1,0.459,0.221,0.304,208
graceful,1.156,18,85,1,1,0.906,0.51,0.655,103
cloak,1.156,37,171,1,1,0.469,0.188,0.333,208
imam,1.156,35,162,1,1,0.527,0.337,0.539,197
difficulty,1.155,88,402,1,1,0.079,0.74,0.368,490
gardening,1.155,33,153,1,1,0.854,0.333,0.361,186
seaside,1.155,16,76,1,1,0.887,0.52,0.508,92
scented,1.155,16,76,1,1,0.865,0.509,0.431,92
resolve,1.154,74,339,1,1,0.71,0.472,0.75,413
fuse,1.154,14,67,1,1,0.373,0.565,0.574,81
brief,1.153,162,739,1,1,0.469,0.3,0.279,901
slumber,1.152,45,208,1,1,0.592,0.191,0.426,253
persuasion,1.152,10,49,1,1,0.612,0.67,0.537,59
chopping,1.152,10,49,1,1,0.56,0.625,0.362,59
impromptu,1.152,10,49,1,1,0.541,0.729,0.415,59
retiring,1.151,19,90,1,1,0.408,0.376,0.214,109
jungle,1.15,106,486,1,1,0.5,0.51,0.481,592
unity,1.15,75,345,1,1,0.837,0.288,0.658,420
assert,1.149,8,40,1,1,0.75,0.619,0.809,48
marvelous,1.149,26,122,1,1,0.948,0.637,0.778,148
