Term,pmi,freq_pos,freq_neg,VAD original,VAD extended,valence,arousal,dominance,frequency
graft,0.299,2,31,1,1,0.41,0.528,0.42,33
seating,0.299,11,127,1,1,0.552,0.265,0.286,138
mild,0.299,26,287,1,1,0.635,0.198,0.216,313
bankroll,0.299,2,31,1,1,0.469,0.57,0.509,33
newsflash,0.299,5,63,1,1,0.604,0.637,0.518,68
sunbeam,0.299,2,31,1,1,0.729,0.44,0.505,33
interim,0.299,2,31,1,1,0.604,0.4,0.524,33
asparagus,0.299,2,31,1,1,0.469,0.317,0.264,33
motley,0.299,2,31,1,1,0.48,0.398,0.412,33
beginner,0.299,2,31,1,1,0.49,0.48,0.387,33
avert,0.299,2,31,1,1,0.51,0.388,0.465,33
pride,0.298,305,3264,1,1,0.729,0.634,0.848,3569
damage,0.298,84,906,1,1,0.059,0.726,0.403,990
fourth,0.298,42,458,1,1,0.559,0.28,0.398,500
german,0.298,67,725,1,1,0.438,0.29,0.57,792
unreal,0.297,37,405,1,1,0.173,0.431,0.296,442
continuing,0.297,50,544,1,1,0.667,0.5,0.52,594
experienced,0.297,274,2938,1,1,0.771,0.613,0.914,3212
blood,0.297,298,3195,1,1,0.219,0.684,0.585,3493
masked,0.296,12,138,1,1,0.375,0.549,0.518,150
encore,0.296,12,138,1,1,0.51,0.423,0.5,150
therapy,0.296,212,2277,1,1,0.49,0.353,0.607,2489
deadlines,0.296,19,213,1,1,0.406,0.769,0.411,232
uncomfortable,0.295,202,2172,1,1,0.188,0.61,0.214,2374
woodwork,0.294,6,74,1,1,0.49,0.481,0.545,80
rinse,0.294,13,149,1,1,0.663,0.168,0.409,162
programmer,0.294,6,74,1,1,0.562,0.426,0.759,80
entry,0.294,38,417,1,1,0.552,0.353,0.602,455
operation,0.293,17,192,1,1,0.475,0.611,0.755,209
masculine,0.293,17,192,1,1,0.653,0.54,0.773,209
grey,0.293,163,1758,1,1,0.347,0.14,0.295,1921
dig,0.293,94,1018,1,1,0.367,0.585,0.637,1112
nightly,0.293,21,235,1,1,0.673,0.41,0.474,256
unbreakable,0.293,10,117,1,1,0.653,0.573,0.759,127
shore,0.293,109,1179,1,1,0.542,0.304,0.204,1288
gently,0.293,98,1061,1,1,0.917,0.255,0.36,1159
daze,0.293,10,117,1,1,0.245,0.735,0.329,127
purchase,0.293,36,396,1,1,0.625,0.5,0.616,432
analysis,0.293,36,396,1,1,0.729,0.448,0.705,432
happiness,0.292,1652,17741,1,1,0.96,0.732,0.85,19393
dome,0.292,18,203,1,1,0.62,0.398,0.509,221
owl,0.292,56,611,1,1,0.52,0.27,0.321,667
deaf,0.292,45,493,1,1,0.186,0.324,0.161,538
friendship,0.292,651,7001,1,1,0.958,0.343,0.694,7652
circle,0.292,248,2674,1,1,0.48,0.29,0.343,2922
lard,0.291,3,42,1,1,0.427,0.239,0.179,45
stellar,0.291,11,128,1,1,0.796,0.58,0.769,139
restriction,0.291,3,42,1,1,0.13,0.59,0.569,45
gambler,0.291,3,42,1,1,0.458,0.694,0.618,45
superficial,0.291,35,386,1,1,0.357,0.407,0.309,421
eviction,0.291,3,42,1,1,0.185,0.731,0.455,45
rapids,0.291,3,42,1,1,0.573,0.817,0.788,45
theoretical,0.291,3,42,1,1,0.615,0.27,0.546,45
hem,0.291,3,42,1,1,0.562,0.283,0.291,45
opener,0.291,11,128,1,1,0.584,0.526,0.377,139
fickle,0.291,11,128,1,1,0.406,0.481,0.346,139
tor,0.291,3,42,1,1,0.337,0.43,0.418,45
continuum,0.291,3,42,1,1,0.677,0.39,0.491,45
cone,0.291,15,171,1,1,0.417,0.208,0.343,186
quack,0.291,3,42,1,1,0.53,0.451,0.625,45
regressive,0.291,3,42,1,1,0.302,0.434,0.363,45
mainland,0.291,3,42,1,1,0.68,0.407,0.806,45
inserted,0.291,3,42,1,1,0.479,0.402,0.476,45
steam,0.291,31,343,1,1,0.469,0.413,0.421,374
winter,0.29,685,7378,1,1,0.663,0.355,0.5,8063
vanilla,0.29,24,268,1,1,0.706,0.216,0.284,292
vehicle,0.29,20,225,1,1,0.641,0.565,0.5,245
considerate,0.289,16,182,1,1,0.781,0.38,0.633,198
guest,0.289,67,731,1,1,0.719,0.49,0.558,798
result,0.289,208,2249,1,1,0.812,0.49,0.652,2457
informed,0.289,29,322,1,1,0.543,0.298,0.617,351
flare,0.289,12,139,1,1,0.558,0.823,0.508,151
lurk,0.289,12,139,1,1,0.219,0.74,0.655,151
recent,0.289,156,1690,1,1,0.592,0.365,0.589,1846
consent,0.289,21,236,1,1,0.75,0.5,0.62,257
drip,0.288,17,193,1,1,0.392,0.193,0.175,210
caress,0.288,35,387,1,1,0.833,0.418,0.509,422
memo,0.288,8,96,1,1,0.625,0.235,0.407,104
acid,0.288,31,344,1,1,0.265,0.642,0.566,375
lungs,0.288,54,592,1,1,0.531,0.352,0.555,646
legacy,0.288,45,495,1,1,0.792,0.529,0.827,540
stardust,0.288,13,150,1,1,0.843,0.41,0.549,163
educational,0.288,13,150,1,1,0.745,0.457,0.764,163
painful,0.287,565,6105,1,1,0.05,0.742,0.33,6670
turning,0.287,265,2869,1,1,0.51,0.684,0.42,3134
numbers,0.287,147,1596,1,1,0.406,0.241,0.44,1743
paranoia,0.287,47,517,1,1,0.146,0.841,0.407,564
unreasonable,0.286,9,107,1,1,0.115,0.702,0.264,116
variations,0.286,4,53,1,1,0.458,0.548,0.353,57
shuttle,0.286,4,53,1,1,0.531,0.591,0.547,57
bondage,0.286,19,215,1,1,0.146,0.705,0.355,234
greeted,0.286,19,215,1,1,0.781,0.317,0.454,234
pasta,0.286,34,377,1,1,0.615,0.306,0.375,411
whiplash,0.286,4,53,1,1,0.257,0.76,0.5,57
unfriendly,0.286,9,107,1,1,0.173,0.67,0.458,116
stunned,0.286,9,107,1,1,0.306,0.663,0.356,116
maggot,0.286,4,53,1,1,0.235,0.5,0.235,57
addition,0.286,45,496,1,1,0.562,0.373,0.471,541
condo,0.285,20,226,1,1,0.439,0.288,0.607,246
temptation,0.285,36,399,1,1,0.365,0.817,0.56,435
human,0.285,1738,18799,1,1,0.767,0.314,0.605,20537
apt,0.285,52,572,1,1,0.582,0.418,0.382,624
incoming,0.285,15,172,1,1,0.66,0.509,0.596,187
three,0.285,741,8023,1,1,0.653,0.225,0.377,8764
consuming,0.285,70,767,1,1,0.573,0.541,0.536,837
faculty,0.285,10,118,1,1,0.615,0.412,0.732,128
orbit,0.285,21,237,1,1,0.561,0.422,0.575,258
yearly,0.285,10,118,1,1,0.592,0.295,0.431,128
assets,0.285,10,118,1,1,0.667,0.613,0.765,128
madman,0.285,10,118,1,1,0.135,0.88,0.312,128
snowing,0.285,10,118,1,1,0.586,0.49,0.387,128
humble,0.284,99,1081,1,1,0.867,0.236,0.483,1180
prisoner,0.284,40,443,1,1,0.071,0.654,0.308,483
ways,0.283,641,6954,1,1,0.688,0.56,0.425,7595
soggy,0.283,5,64,1,1,0.312,0.35,0.241,69
championship,0.283,17,194,1,1,0.833,0.8,0.88,211
sake,0.283,177,1928,1,1,0.49,0.573,0.407,2105
chilling,0.283,159,1733,1,1,0.208,0.85,0.358,1892
traditional,0.283,36,400,1,1,0.677,0.221,0.604,436
recovery,0.282,75,823,1,1,0.781,0.402,0.737,898
digital,0.282,115,1257,1,1,0.74,0.382,0.529,1372
disinterested,0.281,6,75,1,1,0.398,0.284,0.392,81
lustful,0.281,6,75,1,1,0.427,0.896,0.643,81
sprout,0.281,6,75,1,1,0.582,0.565,0.443,81
apparent,0.281,42,466,1,1,0.473,0.383,0.398,508
furniture,0.28,28,314,1,1,0.688,0.26,0.264,342
launch,0.28,52,575,1,1,0.684,0.814,0.598,627
become,0.28,1770,19250,1,1,0.641,0.583,0.643,21020
appeal,0.28,46,510,1,1,0.663,0.598,0.558,556
mechanic,0.279,7,86,1,1,0.571,0.433,0.566,93
backbone,0.279,7,86,1,1,0.538,0.464,0.62,93
instant,0.279,72,793,1,1,0.766,0.454,0.554,865
inform,0.279,16,184,1,1,0.723,0.582,0.679,200
fame,0.278,147,1610,1,1,0.896,0.755,0.852,1757
avoid,0.278,418,4560,1,1,0.427,0.442,0.415,4978
swimming,0.278,79,870,1,1,0.76,0.559,0.524,949
timer,0.278,8,97,1,1,0.469,0.433,0.5,105
root,0.278,71,783,1,1,0.602,0.279,0.508,854
mercury,0.278,35,391,1,1,0.337,0.312,0.475,426
tailor,0.278,8,97,1,1,0.573,0.206,0.45,105
guise,0.278,8,97,1,1,0.531,0.547,0.324,105
passive,0.278,27,304,1,1,0.42,0.116,0.241,331
stare,0.277,123,1350,1,1,0.541,0.43,0.538,1473
practical,0.277,28,315,1,1,0.71,0.49,0.608,343
empress,0.277,9,108,1,1,0.716,0.669,0.855,117
porter,0.277,9,108,1,1,0.571,0.375,0.654,117
rift,0.277,9,108,1,1,0.246,0.519,0.289,117
suite,0.277,19,217,1,1,0.79,0.42,0.4,236
chair,0.277,140,1536,1,1,0.562,0.082,0.276,1676
five,0.276,285,3118,1,1,0.51,0.221,0.298,3403
dilemma,0.276,31,348,1,1,0.153,0.59,0.43,379
deposit,0.276,10,119,1,1,0.54,0.379,0.483,129
anti,0.276,101,1112,1,1,0.365,0.412,0.384,1213
panther,0.275,11,130,1,1,0.303,0.594,0.682,141
speak,0.275,779,8515,1,1,0.765,0.472,0.5,9294
humane,0.275,12,141,1,1,0.8,0.37,0.58,153
dragon,0.275,129,1419,1,1,0.541,0.821,0.712,1548
soap,0.274,28,316,1,1,0.531,0.163,0.311,344
ruined,0.274,116,1278,1,1,0.135,0.564,0.194,1394
larger,0.274,46,513,1,1,0.729,0.654,0.763,559
restart,0.274,15,174,1,1,0.531,0.519,0.554,189
jesus,0.274,693,7590,1,1,0.8,0.4,0.62,8283
gospel,0.273,32,360,1,1,0.74,0.333,0.58,392
swallow,0.273,67,743,1,1,0.466,0.608,0.436,810
patron,0.273,16,185,1,1,0.583,0.451,0.87,201
office,0.273,436,4781,1,1,0.427,0.302,0.509,5217
dew,0.273,18,207,1,1,0.604,0.225,0.464,225
color,0.273,210,2309,1,1,0.786,0.28,0.402,2519
academic,0.272,39,437,1,1,0.781,0.42,0.812,476
mile,0.272,70,777,1,1,0.521,0.417,0.456,847
cooler,0.272,23,262,1,1,0.664,0.375,0.46,285
restless,0.272,72,799,1,1,0.219,0.81,0.304,871
means,0.271,1285,14095,1,1,0.615,0.373,0.46,15380
food,0.271,934,10248,1,1,0.888,0.324,0.527,11182
unfortunate,0.271,53,591,1,1,0.073,0.487,0.195,644
arena,0.271,27,306,1,1,0.51,0.235,0.404,333
irritating,0.271,28,317,1,1,0.104,0.912,0.393,345
eastern,0.271,32,361,1,1,0.521,0.42,0.48,393
brush,0.27,40,449,1,1,0.49,0.265,0.186,489
preach,0.27,41,460,1,1,0.602,0.48,0.702,501
knife,0.269,57,636,1,1,0.344,0.717,0.573,693
faithful,0.269,69,768,1,1,0.888,0.333,0.627,837
destroyed,0.269,97,1076,1,1,0.031,0.696,0.288,1173
malaise,0.268,4,54,1,1,0.15,0.6,0.161,58
divide,0.268,29,329,1,1,0.333,0.52,0.417,358
paddock,0.268,2,32,1,1,0.48,0.429,0.481,34
reproduction,0.268,4,54,1,1,0.8,0.736,0.713,58
confetti,0.268,3,43,1,1,0.781,0.573,0.25,46
caramel,0.268,7,87,1,1,0.901,0.363,0.4,94
fragrant,0.268,2,32,1,1,0.615,0.598,0.613,34
yogurt,0.268,8,98,1,1,0.66,0.269,0.24,106
blindly,0.268,16,186,1,1,0.439,0.598,0.278,202
gallant,0.268,2,32,1,1,0.908,0.539,0.679,34
implied,0.268,11,131,1,1,0.327,0.53,0.481,142
nebula,0.268,6,76,1,1,0.51,0.418,0.438,82
possessing,0.268,3,43,1,1,0.461,0.593,0.612,46
distribute,0.268,3,43,1,1,0.643,0.596,0.709,46
accountable,0.268,26,296,1,1,0.709,0.282,0.777,322
coupled,0.268,28,318,1,1,0.612,0.286,0.65,346
pernicious,0.268,2,32,1,1,0.229,0.6,0.382,34
potter,0.268,48,538,1,1,0.573,0.417,0.482,586
helix,0.268,2,32,1,1,0.521,0.462,0.509,34
lineage,0.268,6,76,1,1,0.633,0.465,0.721,82
distortion,0.268,3,43,1,1,0.299,0.57,0.38,46
aspen,0.268,3,43,1,1,0.479,0.28,0.395,46
segregated,0.268,4,54,1,1,0.164,0.575,0.411,58
shattering,0.268,11,131,1,1,0.135,0.76,0.475,142
thirteen,0.268,9,109,1,1,0.459,0.385,0.331,118
nebulous,0.268,2,32,1,1,0.469,0.347,0.417,34
sinning,0.268,2,32,1,1,0.17,0.7,0.422,34
staple,0.268,4,54,1,1,0.542,0.306,0.438,58
mutant,0.268,6,76,1,1,0.337,0.676,0.573,82
reckless,0.268,34,384,1,1,0.262,0.788,0.279,418
pedal,0.268,3,43,1,1,0.5,0.32,0.342,46
preoccupied,0.268,12,142,1,1,0.265,0.7,0.235,154
largo,0.268,2,32,1,1,0.521,0.48,0.517,34
discard,0.268,5,65,1,1,0.24,0.343,0.337,70
screech,0.268,3,43,1,1,0.214,0.802,0.306,46
knots,0.268,6,76,1,1,0.418,0.346,0.267,82
storehouse,0.268,2,32,1,1,0.57,0.25,0.491,34
beaver,0.268,5,65,1,1,0.49,0.344,0.393,70
goggles,0.268,2,32,1,1,0.667,0.36,0.278,34
dissociative,0.268,3,43,1,1,0.281,0.615,0.397,46
impractical,0.268,2,32,1,1,0.16,0.373,0.291,34
saver,0.268,6,76,1,1,0.745,0.382,0.802,82
hardness,0.268,2,32,1,1,0.417,0.58,0.745,34
storage,0.268,12,142,1,1,0.698,0.406,0.564,154
exhale,0.268,14,164,1,1,0.542,0.49,0.411,178
jive,0.268,2,32,1,1,0.561,0.551,0.373,34
signal,0.266,46,517,1,1,0.615,0.417,0.464,563
suffer,0.265,454,5017,1,1,0.082,0.91,0.259,5471
flip,0.265,56,628,1,1,0.281,0.529,0.435,684
pray,0.264,769,8498,1,1,0.714,0.127,0.627,9267
slight,0.264,51,573,1,1,0.521,0.24,0.155,624
excellent,0.264,127,1412,1,1,0.97,0.587,0.87,1539
morning,0.264,1719,18991,1,1,0.688,0.235,0.444,20710
groove,0.264,22,253,1,1,0.552,0.448,0.361,275
leaning,0.264,44,496,1,1,0.48,0.409,0.352,540
consume,0.264,64,717,1,1,0.427,0.62,0.509,781
grill,0.263,19,220,1,1,0.755,0.491,0.546,239
correction,0.263,18,209,1,1,0.448,0.485,0.558,227
champion,0.263,35,397,1,1,0.89,0.88,0.945,432
blanket,0.262,150,1669,1,1,0.74,0.132,0.391,1819
demonic,0.262,15,176,1,1,0.146,0.875,0.6,191
doc,0.262,46,519,1,1,0.458,0.317,0.392,565
negativity,0.262,119,1327,1,1,0.06,0.52,0.273,1446
motivational,0.262,14,165,1,1,0.906,0.646,0.858,179
sensitive,0.262,132,1471,1,1,0.714,0.426,0.254,1603
thunder,0.262,43,486,1,1,0.296,0.916,0.526,529
league,0.262,116,1294,1,1,0.656,0.34,0.462,1410
traveling,0.261,197,2191,1,1,0.9,0.75,0.582,2388
bridge,0.261,124,1383,1,1,0.625,0.324,0.519,1507
declining,0.261,12,143,1,1,0.328,0.4,0.264,155
amount,0.261,375,4164,1,1,0.562,0.422,0.649,4539
accident,0.261,63,708,1,1,0.125,0.908,0.336,771
pudding,0.26,11,132,1,1,0.75,0.255,0.202,143
inconsiderate,0.26,11,132,1,1,0.224,0.519,0.423,143
leftovers,0.26,11,132,1,1,0.219,0.35,0.116,143
destructive,0.26,66,742,1,1,0.177,0.87,0.713,808
indigenous,0.26,10,121,1,1,0.5,0.509,0.552,131
rebellious,0.259,20,232,1,1,0.344,0.88,0.663,252
repetitive,0.259,20,232,1,1,0.32,0.438,0.362,252
may,0.259,2970,32966,1,1,0.704,0.273,0.245,35936
starship,0.259,9,110,1,1,0.74,0.719,0.704,119
reinforce,0.259,9,110,1,1,0.604,0.583,0.76,119
resume,0.259,19,221,1,1,0.573,0.411,0.586,240
poignant,0.259,29,332,1,1,0.646,0.444,0.518,361
placement,0.257,16,188,1,1,0.643,0.46,0.528,204
combine,0.257,16,188,1,1,0.663,0.442,0.533,204
father,0.257,542,6038,1,1,0.812,0.333,0.824,6580
carrier,0.257,7,88,1,1,0.533,0.588,0.638,95
harden,0.257,7,88,1,1,0.276,0.598,0.677,95
seething,0.257,7,88,1,1,0.312,0.821,0.642,95
lover,0.257,397,4427,1,1,0.881,0.816,0.75,4824
bear,0.256,389,4339,1,1,0.448,0.57,0.475,4728
crow,0.256,29,333,1,1,0.224,0.439,0.363,362
exclude,0.256,14,166,1,1,0.292,0.5,0.53,180
offense,0.255,49,556,1,1,0.23,0.765,0.51,605
godly,0.255,13,155,1,1,0.747,0.298,0.589,168
zoning,0.255,6,77,1,1,0.417,0.4,0.578,83
mosquito,0.255,6,77,1,1,0.229,0.4,0.198,83
baggage,0.254,26,300,1,1,0.61,0.363,0.427,326
respected,0.254,39,445,1,1,0.908,0.441,0.853,484
thin,0.254,90,1014,1,1,0.469,0.337,0.356,1104
indicate,0.254,12,144,1,1,0.594,0.35,0.676,156
determined,0.254,63,713,1,1,0.76,0.528,0.673,776
eldest,0.253,11,133,1,1,0.625,0.471,0.741,144
wayward,0.253,5,66,1,1,0.344,0.573,0.409,71
ceremony,0.253,17,200,1,1,0.76,0.559,0.761,217
rejoicing,0.253,5,66,1,1,0.811,0.637,0.592,71
accounting,0.253,5,66,1,1,0.552,0.39,0.677,71
diversity,0.252,28,323,1,1,0.806,0.472,0.711,351
tragedy,0.252,74,837,1,1,0.052,0.843,0.34,911
royal,0.252,44,502,1,1,0.796,0.43,0.759,546
everlasting,0.252,38,435,1,1,0.74,0.413,0.809,473
letters,0.252,115,1296,1,1,0.663,0.327,0.364,1411
intersection,0.251,10,122,1,1,0.344,0.541,0.658,132
robotic,0.251,10,122,1,1,0.417,0.602,0.657,132
misunderstanding,0.251,21,245,1,1,0.112,0.618,0.284,266
vale,0.251,10,122,1,1,0.592,0.276,0.387,132
alone,0.25,18160,203313,1,1,0.333,0.167,0.216,221473
march,0.25,150,1690,1,1,0.531,0.2,0.483,1840
condescending,0.25,14,167,1,1,0.583,0.363,0.593,181
sweating,0.25,14,167,1,1,0.292,0.667,0.265,181
starfish,0.25,4,55,1,1,0.68,0.32,0.421,59
wreckage,0.25,9,111,1,1,0.082,0.353,0.333,120
forming,0.25,34,391,1,1,0.729,0.343,0.8,425
worn,0.249,52,593,1,1,0.35,0.482,0.189,645
werewolf,0.249,18,212,1,1,0.235,0.811,0.591,230
wide,0.249,155,1748,1,1,0.571,0.312,0.472,1903
trader,0.249,13,156,1,1,0.562,0.632,0.854,169
crowded,0.249,306,3442,1,1,0.694,0.286,0.585,3748
differently,0.248,103,1166,1,1,0.48,0.431,0.506,1269
fluid,0.248,8,100,1,1,0.673,0.407,0.589,108
troublesome,0.248,8,100,1,1,0.283,0.894,0.404,108
respectable,0.248,8,100,1,1,0.85,0.35,0.889,108
transient,0.248,8,100,1,1,0.51,0.405,0.43,108
robin,0.248,53,605,1,1,0.552,0.363,0.393,658
thrown,0.247,86,976,1,1,0.5,0.55,0.619,1062
unused,0.247,12,145,1,1,0.344,0.231,0.234,157
nuclear,0.246,24,280,1,1,0.219,0.856,0.781,304
laptop,0.246,78,887,1,1,0.724,0.27,0.519,965
threatened,0.246,36,415,1,1,0.052,0.928,0.354,451
mature,0.246,126,1427,1,1,0.625,0.347,0.6,1553
surprising,0.246,44,505,1,1,0.888,0.79,0.692,549
truth,0.246,927,10438,1,1,0.971,0.4,0.685,11365
formidable,0.245,3,44,1,1,0.708,0.709,0.857,47
snot,0.245,3,44,1,1,0.214,0.34,0.269,47
diminished,0.245,7,89,1,1,0.156,0.269,0.196,96
footprint,0.245,3,44,1,1,0.592,0.292,0.336,47
marginal,0.245,3,44,1,1,0.235,0.644,0.345,47
rancid,0.245,3,44,1,1,0.156,0.451,0.214,47
crayons,0.245,3,44,1,1,0.684,0.366,0.405,47
pencil,0.245,15,179,1,1,0.552,0.2,0.263,194
envelope,0.245,7,89,1,1,0.604,0.275,0.377,96
ruthless,0.245,15,179,1,1,0.208,0.85,0.67,194
unexplainable,0.245,11,134,1,1,0.26,0.448,0.61,145
fluorescent,0.245,3,44,1,1,0.602,0.595,0.5,47
discreet,0.245,7,89,1,1,0.552,0.216,0.532,96
attendance,0.245,11,134,1,1,0.812,0.5,0.592,145
lore,0.245,15,179,1,1,0.719,0.373,0.768,194
ware,0.245,3,44,1,1,0.604,0.443,0.455,47
passing,0.245,168,1901,1,1,0.458,0.298,0.509,2069
ash,0.245,81,922,1,1,0.26,0.21,0.207,1003
rejoice,0.245,38,438,1,1,0.827,0.65,0.698,476
fold,0.245,30,348,1,1,0.385,0.412,0.33,378
ounce,0.245,26,303,1,1,0.531,0.255,0.288,329
rollercoaster,0.244,22,258,1,1,0.802,0.91,0.651,280
august,0.244,70,799,1,1,0.652,0.292,0.462,869
portion,0.243,32,371,1,1,0.536,0.364,0.398,403
jewelry,0.243,10,123,1,1,0.823,0.569,0.597,133
separate,0.243,149,1690,1,1,0.24,0.514,0.349,1839
lightning,0.243,28,326,1,1,0.429,0.683,0.595,354
equal,0.243,117,1330,1,1,0.781,0.178,0.407,1447
throbbing,0.242,6,78,1,1,0.645,0.808,0.491,84
bold,0.242,55,631,1,1,0.49,0.271,0.483,686
sway,0.242,13,157,1,1,0.69,0.596,0.721,170
overlap,0.242,6,78,1,1,0.594,0.615,0.627,84
idealism,0.242,6,78,1,1,0.635,0.436,0.689,84
clam,0.242,6,78,1,1,0.442,0.302,0.272,84
pester,0.242,6,78,1,1,0.143,0.78,0.385,84
consider,0.242,296,3353,1,1,0.677,0.368,0.579,3649
thrilled,0.241,26,304,1,1,0.898,0.818,0.807,330
tree,0.241,359,4067,1,1,0.67,0.118,0.442,4426
owe,0.241,102,1163,1,1,0.5,0.429,0.386,1265
literal,0.24,71,813,1,1,0.57,0.353,0.574,884
raised,0.24,162,1842,1,1,0.656,0.326,0.643,2004
psychiatric,0.24,12,146,1,1,0.21,0.616,0.525,158
environmental,0.24,12,146,1,1,0.633,0.313,0.664,158
betting,0.24,12,146,1,1,0.237,0.804,0.411,158
sandwich,0.239,52,599,1,1,0.672,0.314,0.31,651
disgust,0.239,27,316,1,1,0.052,0.775,0.317,343
scares,0.239,89,1018,1,1,0.122,0.847,0.386,1107
stamp,0.238,11,135,1,1,0.438,0.327,0.441,146
irregular,0.238,5,67,1,1,0.312,0.548,0.321,72
peck,0.238,5,67,1,1,0.202,0.53,0.321,72
genitalia,0.238,2,33,1,1,0.323,0.667,0.5,35
pedicure,0.238,2,33,1,1,0.695,0.269,0.296,35
experimentation,0.238,2,33,1,1,0.637,0.769,0.767,35
vat,0.238,2,33,1,1,0.333,0.491,0.509,35
audit,0.238,2,33,1,1,0.375,0.562,0.735,35
payroll,0.238,2,33,1,1,0.521,0.36,0.549,35
phenomenal,0.238,20,237,1,1,0.915,0.75,0.918,257
perky,0.238,2,33,1,1,0.896,0.792,0.673,35
meter,0.238,8,101,1,1,0.438,0.3,0.463,109
refute,0.238,2,33,1,1,0.312,0.731,0.583,35
canine,0.238,5,67,1,1,0.573,0.569,0.425,72
opal,0.238,2,33,1,1,0.623,0.479,0.379,35
retort,0.238,2,33,1,1,0.417,0.52,0.481,35
moldy,0.238,2,33,1,1,0.235,0.387,0.25,35
mint,0.238,14,169,1,1,0.688,0.221,0.345,183
cork,0.238,5,67,1,1,0.347,0.25,0.281,72
sellout,0.238,2,33,1,1,0.398,0.49,0.465,35
slum,0.238,2,33,1,1,0.292,0.528,0.302,35
seventy,0.238,2,33,1,1,0.625,0.353,0.446,35
checkers,0.238,2,33,1,1,0.676,0.451,0.437,35
paperwork,0.238,8,101,1,1,0.448,0.355,0.422,109
arduous,0.238,5,67,1,1,0.344,0.783,0.605,72
unborn,0.238,8,101,1,1,0.312,0.3,0.216,109
flamboyant,0.238,2,33,1,1,0.615,0.794,0.705,35
cram,0.238,2,33,1,1,0.354,0.73,0.598,35
mannered,0.238,2,33,1,1,0.469,0.556,0.291,35
powerfully,0.238,5,67,1,1,0.854,0.724,0.935,72
coincide,0.238,2,33,1,1,0.635,0.49,0.593,35
criterion,0.238,2,33,1,1,0.396,0.41,0.736,35
remorse,0.238,20,237,1,1,0.103,0.673,0.377,257
blurt,0.238,2,33,1,1,0.408,0.439,0.441,35
period,0.238,396,4499,1,1,0.396,0.324,0.588,4895
cafe,0.238,97,1110,1,1,0.781,0.392,0.358,1207
opposite,0.237,281,3197,1,1,0.235,0.545,0.408,3478
death,0.237,1247,14162,1,1,0.031,0.72,0.472,15409
recording,0.236,56,646,1,1,0.573,0.537,0.474,702
abbey,0.236,36,419,1,1,0.58,0.367,0.444,455
disturbing,0.236,87,998,1,1,0.146,0.792,0.439,1085
intervention,0.236,16,192,1,1,0.388,0.696,0.689,208
blooming,0.236,27,317,1,1,0.86,0.452,0.593,344
tyrant,0.235,10,124,1,1,0.115,0.85,0.683,134
stance,0.235,21,249,1,1,0.604,0.333,0.609,270
alarming,0.235,10,124,1,1,0.204,0.89,0.585,134
tragedies,0.235,10,124,1,1,0.1,0.91,0.442,134
advantage,0.235,179,2045,1,1,0.917,0.548,0.859,2224
promising,0.235,18,215,1,1,0.791,0.549,0.858,233
smooth,0.235,45,522,1,1,0.823,0.127,0.281,567
heels,0.235,26,306,1,1,0.5,0.439,0.396,332
din,0.235,42,488,1,1,0.44,0.417,0.398,530
overflow,0.234,7,90,1,1,0.398,0.792,0.5,97
tidal,0.234,7,90,1,1,0.592,0.539,0.519,97
decide,0.234,251,2866,1,1,0.656,0.54,0.855,3117
brilliant,0.234,183,2093,1,1,0.939,0.575,0.923,2276
rent,0.234,96,1103,1,1,0.344,0.429,0.446,1199
works,0.233,542,6182,1,1,0.776,0.434,0.657,6724
afford,0.233,163,1867,1,1,0.571,0.58,0.575,2030
excitement,0.233,78,899,1,1,0.896,0.684,0.731,977
knight,0.233,60,694,1,1,0.78,0.441,0.835,754
sour,0.233,32,375,1,1,0.276,0.594,0.373,407
ale,0.232,14,170,1,1,0.53,0.45,0.358,184
nickel,0.232,4,56,1,1,0.51,0.347,0.406,60
reunion,0.232,24,284,1,1,0.837,0.5,0.672,308
impaired,0.232,4,56,1,1,0.13,0.459,0.269,60
dehydration,0.232,4,56,1,1,0.188,0.472,0.259,60
airline,0.232,4,56,1,1,0.65,0.482,0.688,60
stupor,0.232,4,56,1,1,0.323,0.59,0.33,60
individual,0.232,308,3522,1,1,0.627,0.327,0.533,3830
solo,0.231,539,6160,1,1,0.438,0.19,0.325,6699
city,0.231,1123,12828,1,1,0.847,0.531,0.508,13951
familiar,0.231,179,2054,1,1,0.906,0.33,0.615,2233
ten,0.231,183,2100,1,1,0.562,0.26,0.406,2283
variety,0.23,37,433,1,1,0.714,0.472,0.598,470
shield,0.23,53,616,1,1,0.51,0.373,0.663,669
groceries,0.23,20,239,1,1,0.74,0.363,0.417,259
potion,0.23,6,79,1,1,0.5,0.4,0.417,85
inch,0.23,34,399,1,1,0.481,0.327,0.3,433
additional,0.23,20,239,1,1,0.673,0.462,0.526,259
wits,0.23,6,79,1,1,0.76,0.596,0.765,85
scores,0.23,13,159,1,1,0.594,0.469,0.629,172
traps,0.23,20,239,1,1,0.235,0.673,0.481,259
spine,0.229,22,262,1,1,0.495,0.461,0.6,284
divided,0.229,22,262,1,1,0.271,0.623,0.391,284
shadow,0.229,238,2732,1,1,0.302,0.343,0.158,2970
needle,0.229,15,182,1,1,0.25,0.472,0.36,197
violet,0.229,24,285,1,1,0.688,0.272,0.401,309
difference,0.228,712,8159,1,1,0.474,0.56,0.483,8871
baking,0.227,23,274,1,1,0.549,0.455,0.451,297
