Term,pmi,freq_pos,freq_neg,VAD original,VAD extended,valence,arousal,dominance,frequency
accomplished,0.175,47,718,1,1,0.87,0.52,0.798,765
sex,0.174,543,8150,1,1,0.803,0.939,0.704,8693
drama,0.174,237,3567,1,1,0.43,0.755,0.481,3804
time,0.173,16956,254267,1,1,0.604,0.288,0.609,271223
expectancy,0.173,2,44,1,1,0.581,0.622,0.558,46
impulsive,0.173,12,194,1,1,0.365,0.864,0.607,206
negotiator,0.173,1,29,1,1,0.635,0.471,0.817,30
nickel,0.173,4,74,1,1,0.51,0.347,0.406,78
brainwash,0.173,2,44,1,1,0.198,0.647,0.481,46
cling,0.173,45,689,1,1,0.417,0.62,0.588,734
verification,0.173,3,59,1,1,0.75,0.276,0.642,62
keel,0.173,1,29,1,1,0.344,0.417,0.419,30
saffron,0.173,1,29,1,1,0.443,0.373,0.349,30
burn,0.173,144,2174,1,1,0.219,0.783,0.509,2318
ratchet,0.173,5,89,1,1,0.449,0.52,0.343,94
senile,0.173,4,74,1,1,0.28,0.211,0.305,78
pedicure,0.173,2,44,1,1,0.695,0.269,0.296,46
cosmetics,0.173,1,29,1,1,0.765,0.464,0.472,30
excessively,0.173,5,89,1,1,0.449,0.882,0.716,94
austerity,0.173,6,104,1,1,0.438,0.406,0.534,110
lice,0.173,2,44,1,1,0.133,0.5,0.194,46
hassle,0.173,18,284,1,1,0.177,0.74,0.489,302
clutch,0.173,9,149,1,1,0.383,0.5,0.491,158
shark,0.173,20,314,1,1,0.26,0.845,0.596,334
disgraced,0.173,4,74,1,1,0.071,0.661,0.25,78
afterthought,0.173,3,59,1,1,0.396,0.392,0.349,62
malfunction,0.173,2,44,1,1,0.125,0.577,0.229,46
contribution,0.173,16,254,1,1,0.854,0.452,0.76,270
widely,0.173,16,254,1,1,0.698,0.453,0.725,270
motive,0.173,13,209,1,1,0.667,0.588,0.663,222
denying,0.173,26,404,1,1,0.08,0.542,0.272,430
detailed,0.173,13,209,1,1,0.603,0.314,0.472,222
squirt,0.173,1,29,1,1,0.406,0.46,0.255,30
refute,0.173,2,44,1,1,0.312,0.731,0.583,46
intermission,0.173,1,29,1,1,0.49,0.36,0.402,30
aghhh,0.173,1,29,1,1,0.281,0.635,0.243,30
tuning,0.173,9,149,1,1,0.719,0.39,0.635,158
contracted,0.173,2,44,1,1,0.344,0.557,0.449,46
bewildered,0.173,6,104,1,1,0.23,0.63,0.3,110
mediator,0.173,1,29,1,1,0.592,0.438,0.58,30
yolk,0.173,1,29,1,1,0.49,0.306,0.28,30
mixer,0.173,4,74,1,1,0.562,0.5,0.556,78
teal,0.173,2,44,1,1,0.54,0.293,0.321,46
screwdriver,0.173,1,29,1,1,0.52,0.519,0.439,30
exaggeration,0.173,5,89,1,1,0.312,0.775,0.582,94
aghast,0.173,1,29,1,1,0.133,0.865,0.464,30
midlife,0.173,3,59,1,1,0.594,0.244,0.473,62
fraudulent,0.173,6,104,1,1,0.15,0.774,0.417,110
pharmacist,0.173,2,44,1,1,0.592,0.382,0.648,46
corroboration,0.173,1,29,1,1,0.625,0.431,0.733,30
ailment,0.173,2,44,1,1,0.146,0.734,0.277,46
gusto,0.173,28,434,1,1,0.692,0.729,0.62,462
bargain,0.173,5,89,1,1,0.653,0.533,0.67,94
anxiousness,0.173,2,44,1,1,0.235,0.814,0.282,46
fright,0.173,7,119,1,1,0.177,0.816,0.191,126
inexperienced,0.173,3,59,1,1,0.281,0.473,0.231,62
snubbed,0.173,1,29,1,1,0.265,0.528,0.279,30
usher,0.173,5,89,1,1,0.521,0.44,0.519,94
lactose,0.173,5,89,1,1,0.479,0.29,0.433,94
tutoring,0.173,3,59,1,1,0.663,0.402,0.702,62
entrust,0.173,1,29,1,1,0.693,0.31,0.63,30
amazingly,0.173,19,299,1,1,0.918,0.765,0.92,318
strain,0.173,12,194,1,1,0.19,0.75,0.38,206
finch,0.173,3,59,1,1,0.438,0.444,0.358,62
folk,0.173,74,1124,1,1,0.663,0.433,0.432,1198
memo,0.173,8,134,1,1,0.625,0.235,0.407,142
shelter,0.172,88,1336,1,1,0.704,0.229,0.569,1424
age,0.171,712,10717,1,1,0.561,0.226,0.498,11429
crown,0.171,53,811,1,1,0.708,0.572,0.737,864
body,0.171,876,13187,1,1,0.694,0.461,0.571,14063
umbrella,0.17,20,315,1,1,0.583,0.246,0.255,335
destroying,0.17,58,887,1,1,0.041,0.828,0.66,945
compliment,0.169,33,511,1,1,0.82,0.49,0.651,544
persevere,0.169,16,255,1,1,0.802,0.583,0.937,271
sore,0.169,32,496,1,1,0.094,0.65,0.224,528
coat,0.169,32,496,1,1,0.677,0.256,0.464,528
warrior,0.169,75,1144,1,1,0.458,0.863,0.915,1219
nomination,0.169,14,225,1,1,0.663,0.637,0.696,239
psalms,0.168,13,210,1,1,0.602,0.252,0.534,223
mercy,0.168,110,1672,1,1,0.719,0.229,0.5,1782
stone,0.168,196,2969,1,1,0.216,0.183,0.561,3165
upbringing,0.168,12,195,1,1,0.677,0.49,0.6,207
mock,0.168,24,376,1,1,0.36,0.606,0.618,400
stumble,0.167,22,346,1,1,0.153,0.716,0.259,368
hardship,0.167,32,497,1,1,0.094,0.775,0.482,529
deposit,0.167,10,165,1,1,0.54,0.379,0.483,175
collectively,0.167,20,316,1,1,0.817,0.573,0.533,336
denied,0.167,40,618,1,1,0.188,0.604,0.333,658
fell,0.166,327,4953,1,1,0.255,0.462,0.25,5280
higher,0.166,198,3005,1,1,0.866,0.528,0.713,3203
tolerable,0.166,8,135,1,1,0.75,0.35,0.374,143
journalist,0.166,35,543,1,1,0.542,0.452,0.732,578
gala,0.166,8,135,1,1,0.755,0.443,0.679,143
life,0.166,12677,191598,1,1,0.918,0.615,0.824,204275
fist,0.165,25,392,1,1,0.333,0.686,0.481,417
unfaithful,0.165,7,120,1,1,0.031,0.806,0.298,127
wrecked,0.164,14,226,1,1,0.078,0.618,0.28,240
terminal,0.164,13,211,1,1,0.316,0.434,0.483,224
wed,0.164,13,211,1,1,0.604,0.549,0.448,224
chef,0.164,20,317,1,1,0.854,0.411,0.57,337
tactic,0.164,13,211,1,1,0.531,0.434,0.798,224
bunk,0.163,12,196,1,1,0.438,0.332,0.339,208
epiphany,0.163,18,287,1,1,0.625,0.596,0.526,305
bull,0.162,36,560,1,1,0.521,0.64,0.644,596
past,0.162,1340,20332,1,1,0.49,0.422,0.311,21672
import,0.162,5,90,1,1,0.615,0.48,0.623,95
useful,0.162,71,1091,1,1,0.833,0.411,0.726,1162
tremendously,0.162,17,272,1,1,0.719,0.722,0.661,289
pax,0.162,5,90,1,1,0.551,0.421,0.473,95
easily,0.162,312,4747,1,1,0.885,0.279,0.453,5059
frightened,0.161,50,773,1,1,0.153,0.817,0.255,823
obsess,0.161,10,166,1,1,0.112,0.846,0.509,176
nausea,0.161,10,166,1,1,0.104,0.781,0.273,176
easy,0.161,1140,17323,1,1,0.865,0.194,0.373,18463
owe,0.161,102,1563,1,1,0.5,0.429,0.386,1665
kind,0.161,1789,27185,1,1,0.918,0.24,0.618,28974
midnight,0.161,243,3705,1,1,0.562,0.47,0.545,3948
suspicion,0.16,14,227,1,1,0.204,0.711,0.377,241
cloth,0.16,9,151,1,1,0.51,0.19,0.287,160
scraping,0.16,4,75,1,1,0.265,0.479,0.305,79
trite,0.16,4,75,1,1,0.458,0.418,0.29,79
lax,0.16,4,75,1,1,0.43,0.401,0.3,79
disclosure,0.16,14,227,1,1,0.5,0.615,0.71,241
pix,0.16,4,75,1,1,0.521,0.373,0.364,79
carpenter,0.16,4,75,1,1,0.521,0.55,0.519,79
stinking,0.16,4,75,1,1,0.041,0.657,0.264,79
provision,0.16,4,75,1,1,0.75,0.45,0.692,79
asylum,0.16,19,303,1,1,0.407,0.33,0.445,322
payback,0.16,4,75,1,1,0.459,0.5,0.567,79
spoke,0.16,166,2538,1,1,0.635,0.433,0.483,2704
baking,0.159,23,364,1,1,0.549,0.455,0.451,387
long,0.159,3737,56863,1,1,0.541,0.353,0.543,60600
flying,0.158,139,2130,1,1,0.877,0.606,0.696,2269
hygiene,0.158,8,136,1,1,0.781,0.287,0.537,144
obsessed,0.158,105,1613,1,1,0.219,0.84,0.439,1718
working,0.158,1174,17891,1,1,0.74,0.585,0.576,19065
repeated,0.158,21,334,1,1,0.429,0.472,0.314,355
kiddos,0.158,12,197,1,1,0.5,0.48,0.342,209
jack,0.158,118,1812,1,1,0.487,0.45,0.441,1930
ruby,0.157,20,319,1,1,0.663,0.408,0.544,339
division,0.157,32,502,1,1,0.37,0.481,0.472,534
priest,0.157,48,746,1,1,0.561,0.324,0.648,794
paper,0.157,203,3109,1,1,0.52,0.123,0.293,3312
recourse,0.157,3,60,1,1,0.402,0.337,0.598,63
follower,0.157,39,609,1,1,0.646,0.488,0.461,648
projection,0.157,7,121,1,1,0.708,0.5,0.731,128
disclose,0.157,7,121,1,1,0.49,0.57,0.545,128
admirer,0.157,3,60,1,1,0.796,0.72,0.65,63
curling,0.157,7,121,1,1,0.583,0.592,0.4,128
brace,0.157,7,121,1,1,0.61,0.385,0.364,128
walking,0.157,667,10186,1,1,0.708,0.48,0.781,10853
march,0.157,150,2302,1,1,0.531,0.2,0.483,2452
salty,0.156,30,472,1,1,0.388,0.531,0.288,502
insane,0.156,207,3173,1,1,0.062,0.67,0.265,3380
assistant,0.156,22,350,1,1,0.625,0.39,0.536,372
bite,0.156,63,976,1,1,0.219,0.796,0.51,1039
confessions,0.156,14,228,1,1,0.325,0.538,0.658,242
engineering,0.156,14,228,1,1,0.735,0.471,0.836,242
skeleton,0.155,10,167,1,1,0.183,0.464,0.343,177
crack,0.155,65,1007,1,1,0.302,0.625,0.4,1072
understatement,0.154,13,213,1,1,0.347,0.48,0.473,226
twisted,0.154,55,855,1,1,0.071,0.736,0.311,910
jumpsuit,0.154,6,106,1,1,0.562,0.365,0.361,112
baggage,0.154,26,412,1,1,0.61,0.363,0.427,438
fairly,0.154,53,825,1,1,0.79,0.406,0.75,878
loyalty,0.153,66,1024,1,1,0.885,0.406,0.793,1090
anti,0.153,101,1560,1,1,0.365,0.412,0.384,1661
proceeds,0.153,12,198,1,1,0.677,0.47,0.585,210
wash,0.153,93,1438,1,1,0.635,0.377,0.297,1531
wonderful,0.153,540,8281,1,1,0.971,0.776,0.83,8821
uplift,0.152,18,290,1,1,0.656,0.779,0.771,308
hypocrisy,0.152,27,428,1,1,0.156,0.523,0.37,455
reality,0.152,568,8717,1,1,0.786,0.365,0.787,9285
fleabag,0.151,2,45,1,1,0.271,0.557,0.348,47
briefing,0.151,2,45,1,1,0.612,0.333,0.702,47
duet,0.151,5,91,1,1,0.694,0.693,0.527,96
substantially,0.151,2,45,1,1,0.646,0.471,0.684,47
scarcity,0.151,2,45,1,1,0.167,0.5,0.182,47
coercion,0.151,2,45,1,1,0.33,0.708,0.577,47
overtaken,0.151,2,45,1,1,0.594,0.552,0.702,47
kiwi,0.151,5,91,1,1,0.646,0.273,0.282,96
enroll,0.151,2,45,1,1,0.696,0.53,0.611,47
hotdog,0.151,2,45,1,1,0.72,0.438,0.373,47
weakly,0.151,2,45,1,1,0.27,0.255,0.111,47
nervousness,0.151,5,91,1,1,0.163,0.915,0.241,96
mistletoe,0.151,2,45,1,1,0.542,0.47,0.324,47
reactionary,0.151,2,45,1,1,0.406,0.573,0.69,47
uneasy,0.15,28,444,1,1,0.115,0.598,0.349,472
meltdown,0.15,25,398,1,1,0.629,0.657,0.602,423
broad,0.15,22,352,1,1,0.762,0.365,0.637,374
spine,0.15,22,352,1,1,0.495,0.461,0.6,374
shiny,0.15,19,306,1,1,0.885,0.604,0.787,325
jesus,0.15,693,10657,1,1,0.8,0.4,0.62,11350
bowling,0.149,10,168,1,1,0.656,0.431,0.309,178
brush,0.149,40,629,1,1,0.49,0.265,0.186,669
irrespective,0.148,7,122,1,1,0.497,0.538,0.745,129
sense,0.148,1204,18531,1,1,0.781,0.417,0.474,19735
preach,0.148,41,645,1,1,0.602,0.48,0.702,686
active,0.147,132,2046,1,1,0.847,0.73,0.731,2178
abandon,0.147,77,1200,1,1,0.052,0.519,0.245,1277
hero,0.147,147,2278,1,1,0.94,0.806,0.881,2425
bumper,0.147,4,76,1,1,0.385,0.573,0.518,80
commentary,0.147,24,384,1,1,0.602,0.402,0.446,408
motherly,0.147,4,76,1,1,0.927,0.324,0.71,80
approximately,0.147,19,307,1,1,0.622,0.396,0.538,326
flattered,0.147,4,76,1,1,0.865,0.608,0.708,80
manly,0.147,9,153,1,1,0.698,0.633,0.846,162
controller,0.147,9,153,1,1,0.469,0.712,0.868,162
forevermore,0.147,4,76,1,1,0.843,0.425,0.614,80
diminish,0.147,9,153,1,1,0.24,0.357,0.167,162
crash,0.146,70,1093,1,1,0.194,0.906,0.355,1163
monster,0.146,125,1941,1,1,0.133,0.935,0.596,2066
shortly,0.145,25,400,1,1,0.582,0.31,0.36,425
unafraid,0.145,13,215,1,1,0.5,0.52,0.655,228
manipulation,0.145,20,323,1,1,0.188,0.775,0.536,343
stark,0.145,41,647,1,1,0.33,0.63,0.577,688
forward,0.144,653,10099,1,1,0.873,0.412,0.75,10752
slot,0.144,8,138,1,1,0.469,0.337,0.337,146
chart,0.144,26,416,1,1,0.469,0.317,0.33,442
avocado,0.144,8,138,1,1,0.677,0.255,0.287,146
rotation,0.144,8,138,1,1,0.67,0.52,0.55,146
chill,0.143,354,5486,1,1,0.837,0.206,0.482,5840
viable,0.143,12,200,1,1,0.656,0.32,0.667,212
nonexistent,0.143,12,200,1,1,0.208,0.429,0.149,212
shameless,0.143,12,200,1,1,0.274,0.713,0.407,212
crumbling,0.142,16,262,1,1,0.167,0.696,0.308,278
strengthen,0.142,33,525,1,1,0.802,0.796,0.971,558
burnt,0.142,35,556,1,1,0.082,0.713,0.356,591
spoken,0.142,107,1670,1,1,0.551,0.363,0.545,1777
plug,0.142,18,293,1,1,0.531,0.356,0.473,311
world,0.142,6163,95413,1,1,0.622,0.394,0.75,101576
announcement,0.142,26,417,1,1,0.729,0.491,0.482,443
trial,0.141,54,851,1,1,0.438,0.663,0.612,905
discredited,0.14,1,30,1,1,0.112,0.491,0.182,31
squirm,0.14,1,30,1,1,0.235,0.824,0.373,31
burr,0.14,1,30,1,1,0.39,0.426,0.308,31
compile,0.14,1,30,1,1,0.6,0.413,0.519,31
reprise,0.14,1,30,1,1,0.459,0.5,0.464,31
kicker,0.14,3,61,1,1,0.427,0.711,0.614,64
handicapped,0.14,5,92,1,1,0.204,0.467,0.18,97
geographical,0.14,1,30,1,1,0.5,0.317,0.637,31
landlady,0.14,1,30,1,1,0.677,0.303,0.417,31
daft,0.14,9,154,1,1,0.255,0.436,0.157,163
humongous,0.14,1,30,1,1,0.378,0.538,0.536,31
infestation,0.14,1,30,1,1,0.256,0.776,0.527,31
partisanship,0.14,1,30,1,1,0.438,0.566,0.551,31
peanuts,0.14,5,92,1,1,0.542,0.294,0.324,97
sterling,0.14,5,92,1,1,0.529,0.481,0.615,97
caliber,0.14,3,61,1,1,0.429,0.551,0.606,64
identical,0.14,11,185,1,1,0.635,0.38,0.527,196
withholding,0.14,5,92,1,1,0.165,0.49,0.48,97
comma,0.14,3,61,1,1,0.344,0.269,0.242,64
chorus,0.14,27,433,1,1,0.62,0.417,0.5,460
onus,0.14,1,30,1,1,0.562,0.52,0.769,31
aboard,0.14,7,123,1,1,0.698,0.284,0.481,130
jumbo,0.14,1,30,1,1,0.68,0.552,0.447,31
nape,0.14,1,30,1,1,0.427,0.268,0.298,31
bribery,0.14,1,30,1,1,0.135,0.775,0.585,31
damper,0.14,1,30,1,1,0.459,0.378,0.473,31
fringe,0.14,7,123,1,1,0.52,0.387,0.323,130
clothe,0.14,1,30,1,1,0.797,0.33,0.481,31
sanitary,0.14,1,30,1,1,0.458,0.32,0.425,31
impoverished,0.14,3,61,1,1,0.125,0.311,0.203,64
seasoned,0.14,3,61,1,1,0.812,0.57,0.509,64
smug,0.14,13,216,1,1,0.198,0.552,0.587,229
irate,0.14,1,30,1,1,0.188,0.852,0.474,31
truth,0.14,927,14393,1,1,0.971,0.4,0.685,15320
arrogant,0.139,36,573,1,1,0.115,0.755,0.58,609
thrilled,0.139,26,418,1,1,0.898,0.818,0.807,444
cue,0.139,22,356,1,1,0.521,0.433,0.484,378
roman,0.138,27,434,1,1,0.615,0.475,0.639,461
lifelong,0.138,34,543,1,1,0.823,0.33,0.64,577
newly,0.137,21,341,1,1,0.688,0.422,0.552,362
foolishness,0.137,10,170,1,1,0.235,0.472,0.173,180
lesson,0.137,165,2580,1,1,0.704,0.577,0.593,2745
usual,0.137,180,2815,1,1,0.625,0.221,0.4,2995
web,0.136,38,606,1,1,0.583,0.411,0.519,644
transition,0.136,50,793,1,1,0.605,0.561,0.558,843
oatmeal,0.136,6,108,1,1,0.592,0.192,0.241,114
firm,0.136,69,1089,1,1,0.635,0.38,0.728,1158
horseman,0.136,6,108,1,1,0.441,0.7,0.676,114
slightly,0.135,133,2087,1,1,0.47,0.274,0.255,2220
average,0.135,90,1417,1,1,0.684,0.28,0.455,1507
arguments,0.135,35,560,1,1,0.541,0.602,0.657,595
snowflake,0.135,11,186,1,1,0.748,0.192,0.26,197
raging,0.135,33,529,1,1,0.219,0.927,0.598,562
calls,0.134,288,4505,1,1,0.608,0.431,0.551,4793
rental,0.134,9,155,1,1,0.51,0.37,0.308,164
cabbage,0.134,4,77,1,1,0.398,0.225,0.264,81
rumble,0.134,4,77,1,1,0.367,0.745,0.613,81
gluten,0.134,4,77,1,1,0.385,0.308,0.388,81
imp,0.134,4,77,1,1,0.35,0.448,0.42,81
despondent,0.134,4,77,1,1,0.133,0.378,0.221,81
crust,0.134,4,77,1,1,0.542,0.337,0.456,81
spiked,0.134,4,77,1,1,0.281,0.613,0.407,81
stunned,0.134,9,155,1,1,0.306,0.663,0.356,164
tactical,0.134,4,77,1,1,0.594,0.481,0.684,81
continuing,0.133,50,795,1,1,0.667,0.5,0.52,845
teen,0.133,86,1357,1,1,0.729,0.531,0.568,1443
lemon,0.133,17,280,1,1,0.596,0.317,0.316,297
model,0.133,82,1295,1,1,0.607,0.388,0.723,1377
negative,0.133,356,5574,1,1,0.102,0.527,0.176,5930
believer,0.133,33,530,1,1,0.725,0.445,0.564,563
red,0.132,411,6436,1,1,0.427,0.385,0.377,6847
belated,0.132,7,124,1,1,0.24,0.4,0.214,131
setup,0.132,15,249,1,1,0.667,0.398,0.635,264
dish,0.132,23,374,1,1,0.552,0.255,0.264,397
shrimp,0.132,7,124,1,1,0.571,0.361,0.425,131
boot,0.132,18,296,1,1,0.438,0.65,0.625,314
plain,0.132,62,984,1,1,0.5,0.167,0.311,1046
lowering,0.132,10,171,1,1,0.286,0.363,0.236,181
install,0.132,10,171,1,1,0.63,0.583,0.736,181
salon,0.132,10,171,1,1,0.531,0.296,0.463,181
agreed,0.132,131,2063,1,1,0.797,0.449,0.574,2194
stink,0.131,13,218,1,1,0.042,0.481,0.18,231
understood,0.131,265,4160,1,1,0.78,0.441,0.686,4425
humbled,0.131,13,218,1,1,0.28,0.618,0.198,231
dozen,0.131,30,484,1,1,0.583,0.343,0.425,514
miserably,0.131,16,265,1,1,0.28,0.545,0.15,281
effort,0.13,262,4116,1,1,0.698,0.778,0.858,4378
nowadays,0.13,142,2238,1,1,0.68,0.346,0.4,2380
drinks,0.13,84,1330,1,1,0.729,0.656,0.412,1414
swerve,0.13,2,46,1,1,0.276,0.612,0.357,48
expertise,0.13,8,140,1,1,0.792,0.589,0.925,148
tickled,0.13,2,46,1,1,0.755,0.707,0.364,48
recruiting,0.13,5,93,1,1,0.448,0.787,0.693,98
saliva,0.13,2,46,1,1,0.214,0.265,0.236,48
creeper,0.13,5,93,1,1,0.429,0.558,0.366,98
rainbows,0.13,14,234,1,1,0.875,0.517,0.402,248
digestive,0.13,2,46,1,1,0.542,0.413,0.434,48
bargaining,0.13,2,46,1,1,0.622,0.64,0.642,48
continuously,0.13,35,563,1,1,0.719,0.417,0.702,598
jumpy,0.13,5,93,1,1,0.353,0.81,0.216,98
drive,0.129,450,7071,1,1,0.625,0.689,0.713,7521
thumb,0.129,21,344,1,1,0.673,0.271,0.361,365
careless,0.129,18,297,1,1,0.255,0.431,0.125,315
jersey,0.128,31,501,1,1,0.594,0.317,0.411,532
bee,0.128,28,454,1,1,0.52,0.509,0.309,482
stereotype,0.128,9,156,1,1,0.151,0.422,0.612,165
throne,0.127,84,1334,1,1,0.724,0.606,0.887,1418
diamond,0.127,33,533,1,1,0.91,0.606,0.769,566
allot,0.127,6,109,1,1,0.622,0.481,0.616,115
educational,0.127,13,219,1,1,0.745,0.457,0.764,232
public,0.127,629,9900,1,1,0.592,0.51,0.664,10529
sport,0.126,56,895,1,1,0.865,0.7,0.657,951
rushing,0.126,35,565,1,1,0.398,0.821,0.529,600
alpha,0.126,28,455,1,1,0.708,0.34,0.755,483
tab,0.126,10,172,1,1,0.594,0.208,0.308,182
clap,0.126,21,345,1,1,0.779,0.731,0.529,366
drawer,0.126,10,172,1,1,0.429,0.196,0.292,182
temper,0.125,29,471,1,1,0.633,0.623,0.818,500
rank,0.125,18,298,1,1,0.531,0.38,0.686,316
maid,0.125,18,298,1,1,0.406,0.324,0.3,316
surprise,0.125,137,2171,1,1,0.875,0.875,0.562,2308
tail,0.125,26,424,1,1,0.48,0.272,0.293,450
covered,0.124,83,1322,1,1,0.562,0.34,0.644,1405
domino,0.124,3,62,1,1,0.594,0.51,0.473,65
degrading,0.124,7,125,1,1,0.031,0.583,0.232,132
voodoo,0.124,3,62,1,1,0.188,0.6,0.453,65
brotherly,0.124,3,62,1,1,0.865,0.306,0.596,65
carpool,0.124,3,62,1,1,0.625,0.509,0.5,65
assuredly,0.124,3,62,1,1,0.786,0.396,0.833,65
impatient,0.124,15,251,1,1,0.25,0.708,0.429,266
tech,0.124,70,1118,1,1,0.684,0.491,0.732,1188
frightening,0.123,42,677,1,1,0.122,0.969,0.625,719
poke,0.123,12,204,1,1,0.365,0.713,0.475,216
hotel,0.123,235,3721,1,1,0.74,0.37,0.407,3956
terms,0.123,215,3406,1,1,0.49,0.362,0.645,3621
devastation,0.123,8,141,1,1,0.09,0.904,0.472,149
chord,0.123,8,141,1,1,0.729,0.394,0.539,149
numerous,0.122,40,646,1,1,0.622,0.462,0.609,686
scores,0.122,13,220,1,1,0.594,0.469,0.629,233
expense,0.122,18,299,1,1,0.317,0.451,0.377,317
chased,0.122,18,299,1,1,0.188,0.83,0.287,317
ringing,0.122,42,678,1,1,0.724,0.598,0.693,720
unified,0.121,4,78,1,1,0.729,0.439,0.764,82
harmless,0.121,9,157,1,1,0.625,0.226,0.241,166
nosey,0.121,4,78,1,1,0.276,0.655,0.223,82
plea,0.121,14,236,1,1,0.633,0.491,0.517,250
elated,0.121,4,78,1,1,0.792,0.96,0.725,82
highway,0.121,30,489,1,1,0.64,0.583,0.425,519
bar,0.121,249,3951,1,1,0.5,0.531,0.481,4200
splitting,0.12,10,173,1,1,0.188,0.598,0.375,183
tear,0.12,129,2056,1,1,0.404,0.62,0.327,2185
foolish,0.12,39,632,1,1,0.316,0.255,0.109,671
corner,0.119,309,4907,1,1,0.4,0.296,0.366,5216
toothbrush,0.119,5,94,1,1,0.517,0.33,0.321,99
imbecile,0.119,5,94,1,1,0.082,0.569,0.26,99
wacky,0.119,5,94,1,1,0.153,0.72,0.321,99
december,0.119,137,2185,1,1,0.74,0.54,0.464,2322
bring,0.119,980,15539,1,1,0.635,0.46,0.462,16519
typical,0.118,50,807,1,1,0.635,0.206,0.426,857
lock,0.118,141,2249,1,1,0.271,0.585,0.6,2390
attention,0.118,763,12106,1,1,0.74,0.599,0.774,12869
insist,0.118,32,522,1,1,0.635,0.651,0.688,554
opposition,0.118,39,633,1,1,0.135,0.729,0.592,672
little,0.118,2922,46333,1,1,0.385,0.16,0.213,49255
wall,0.118,353,5611,1,1,0.417,0.25,0.509,5964
bikini,0.118,6,110,1,1,0.73,0.639,0.353,116
arms,0.117,391,6220,1,1,0.464,0.395,0.483,6611
shift,0.116,142,2269,1,1,0.479,0.61,0.491,2411
instructor,0.116,7,126,1,1,0.771,0.49,0.782,133
tub,0.116,31,507,1,1,0.449,0.235,0.265,538
delta,0.116,7,126,1,1,0.551,0.343,0.509,133
nap,0.116,104,1666,1,1,0.66,0.098,0.342,1770
unable,0.116,142,2271,1,1,0.132,0.459,0.193,2413
pantry,0.116,8,142,1,1,0.622,0.294,0.312,150
turned,0.115,417,6643,1,1,0.63,0.538,0.583,7060
propose,0.115,18,301,1,1,0.604,0.72,0.71,319
cherry,0.114,31,508,1,1,0.688,0.186,0.25,539
cruise,0.114,21,349,1,1,0.74,0.442,0.683,370
countdown,0.113,12,206,1,1,0.438,0.692,0.49,218
greedy,0.113,25,413,1,1,0.125,0.66,0.476,438
improve,0.113,106,1703,1,1,0.833,0.528,0.815,1809
snack,0.113,26,429,1,1,0.646,0.407,0.345,455
spy,0.113,13,222,1,1,0.26,0.686,0.53,235
scene,0.113,246,3934,1,1,0.57,0.34,0.578,4180
drinking,0.113,305,4874,1,1,0.562,0.459,0.317,5179
obsessive,0.113,14,238,1,1,0.219,0.823,0.48,252
dictator,0.113,14,238,1,1,0.073,0.76,0.862,252
needles,0.113,14,238,1,1,0.25,0.602,0.348,252
meet,0.113,1115,17783,1,1,0.76,0.51,0.58,18898
uplifting,0.113,30,493,1,1,0.771,0.548,0.605,523
offices,0.113,15,254,1,1,0.469,0.312,0.534,269
heartbreak,0.112,81,1306,1,1,0.208,0.61,0.245,1387
criticize,0.112,16,270,1,1,0.143,0.708,0.473,286
orphan,0.112,19,318,1,1,0.133,0.388,0.14,337
table,0.112,250,4003,1,1,0.551,0.17,0.284,4253
crushed,0.11,43,702,1,1,0.167,0.647,0.3,745
smiles,0.11,134,2156,1,1,0.892,0.606,0.607,2290
stream,0.11,213,3419,1,1,0.449,0.537,0.559,3632
loud,0.109,547,8761,1,1,0.573,0.65,0.87,9308
awesomeness,0.109,5,95,1,1,0.917,0.647,0.927,100
artillery,0.109,1,31,1,1,0.35,0.912,0.794,32
widower,0.109,3,63,1,1,0.184,0.406,0.325,66
disk,0.109,3,63,1,1,0.573,0.423,0.412,66
prudent,0.109,2,47,1,1,0.706,0.25,0.657,49
verbatim,0.109,2,47,1,1,0.562,0.255,0.574,49
legalized,0.109,1,31,1,1,0.76,0.44,0.855,32
marine,0.109,14,239,1,1,0.633,0.471,0.679,253
anointed,0.109,3,63,1,1,0.5,0.368,0.579,66
timetable,0.109,2,47,1,1,0.561,0.189,0.491,49
mattress,0.109,16,271,1,1,0.612,0.255,0.397,287
antiquated,0.109,1,31,1,1,0.42,0.392,0.236,32
principal,0.109,10,175,1,1,0.65,0.353,0.709,185
unwittingly,0.109,1,31,1,1,0.312,0.51,0.264,32
indebted,0.109,2,47,1,1,0.138,0.698,0.275,49
pox,0.109,1,31,1,1,0.235,0.567,0.309,32
gooood,0.109,4,79,1,1,0.857,0.652,0.547,83
heated,0.109,13,223,1,1,0.479,0.497,0.542,236
opinionated,0.109,4,79,1,1,0.156,0.8,0.491,83
uninspired,0.109,3,63,1,1,0.163,0.243,0.26,66
faulty,0.109,5,95,1,1,0.184,0.52,0.378,100
assumed,0.109,37,607,1,1,0.612,0.247,0.454,644
lever,0.109,2,47,1,1,0.4,0.343,0.402,49
diagnostic,0.109,1,31,1,1,0.417,0.483,0.635,32
numbering,0.109,1,31,1,1,0.51,0.363,0.482,32
knob,0.109,4,79,1,1,0.34,0.36,0.272,83
barbaric,0.109,5,95,1,1,0.235,0.798,0.738,100
catfish,0.109,5,95,1,1,0.458,0.337,0.296,100
volleyball,0.109,5,95,1,1,0.64,0.7,0.458,100
