Term,pmi,freq_pos,freq_neg,VAD original,VAD extended,valence,arousal,dominance,frequency
whiteness,1.066,6,42,1,1,0.688,0.235,0.519,48
digest,1.066,27,171,1,1,0.72,0.413,0.483,198
erotic,1.066,13,85,1,1,0.625,0.946,0.683,98
remnant,1.066,6,42,1,1,0.367,0.312,0.388,48
induce,1.066,6,42,1,1,0.257,0.606,0.684,48
belongings,1.065,19,122,1,1,0.592,0.38,0.75,141
caretaker,1.065,19,122,1,1,0.714,0.531,0.759,141
premiere,1.065,19,122,1,1,0.776,0.596,0.573,141
kayak,1.064,12,79,1,1,0.592,0.6,0.364,91
celebrations,1.064,25,159,1,1,0.958,0.794,0.714,184
lurk,1.064,12,79,1,1,0.219,0.74,0.655,91
butterfly,1.064,82,510,1,1,0.892,0.327,0.314,592
liberty,1.062,60,375,1,1,0.938,0.579,0.836,435
motion,1.062,72,449,1,1,0.667,0.538,0.657,521
narration,1.062,5,36,1,1,0.622,0.408,0.551,41
vista,1.062,5,36,1,1,0.698,0.39,0.45,41
eddy,1.062,5,36,1,1,0.5,0.394,0.35,41
fang,1.062,5,36,1,1,0.175,0.491,0.455,41
rake,1.062,5,36,1,1,0.41,0.286,0.314,41
auction,1.062,5,36,1,1,0.594,0.702,0.519,41
triumphant,1.062,5,36,1,1,0.949,0.837,0.972,41
buster,1.062,11,73,1,1,0.469,0.491,0.483,84
cosmos,1.061,28,178,1,1,0.86,0.478,0.664,206
astonishing,1.061,22,141,1,1,0.844,0.802,0.821,163
edition,1.061,73,456,1,1,0.542,0.455,0.564,529
discomfort,1.06,61,382,1,1,0.153,0.719,0.272,443
gritty,1.06,10,67,1,1,0.417,0.373,0.375,77
tiresome,1.06,21,135,1,1,0.24,0.542,0.153,156
vampire,1.058,78,488,1,1,0.271,0.802,0.545,566
maximum,1.058,41,259,1,1,0.724,0.724,0.852,300
soiled,1.057,4,30,1,1,0.106,0.529,0.213,34
gator,1.057,4,30,1,1,0.418,0.52,0.547,34
interpreter,1.057,4,30,1,1,0.708,0.461,0.596,34
sacrificial,1.057,4,30,1,1,0.198,0.755,0.452,34
simpleton,1.057,4,30,1,1,0.429,0.144,0.358,34
loudness,1.057,4,30,1,1,0.35,0.582,0.62,34
tremor,1.057,4,30,1,1,0.104,0.833,0.455,34
unconstitutional,1.057,4,30,1,1,0.23,0.588,0.491,34
midtown,1.057,4,30,1,1,0.479,0.442,0.538,34
pogo,1.057,4,30,1,1,0.48,0.426,0.368,34
fuse,1.057,14,92,1,1,0.373,0.565,0.574,106
pane,1.057,9,61,1,1,0.385,0.25,0.444,70
chum,1.057,4,30,1,1,0.911,0.347,0.518,34
restrained,1.057,4,30,1,1,0.354,0.59,0.509,34
resonant,1.057,4,30,1,1,0.542,0.633,0.663,34
spent,1.056,1320,8191,1,1,0.296,0.296,0.263,9511
tiger,1.056,73,458,1,1,0.479,0.765,0.664,531
buzzing,1.056,33,210,1,1,0.43,0.588,0.37,243
cowardice,1.055,23,148,1,1,0.133,0.621,0.167,171
stability,1.055,71,446,1,1,0.812,0.264,0.849,517
remains,1.055,157,980,1,1,0.61,0.24,0.565,1137
electronics,1.054,13,86,1,1,0.708,0.545,0.574,99
normalcy,1.054,13,86,1,1,0.805,0.151,0.62,99
sweeping,1.054,22,142,1,1,0.344,0.431,0.355,164
reset,1.054,77,484,1,1,0.49,0.45,0.574,561
persistent,1.054,31,198,1,1,0.646,0.667,0.815,229
antsy,1.053,8,55,1,1,0.449,0.558,0.417,63
longevity,1.053,8,55,1,1,0.75,0.353,0.745,63
copper,1.053,8,55,1,1,0.58,0.26,0.5,63
mantle,1.053,8,55,1,1,0.51,0.269,0.422,63
disruptive,1.053,8,55,1,1,0.255,0.755,0.575,63
skull,1.053,35,223,1,1,0.276,0.558,0.574,258
wiki,1.053,8,55,1,1,0.53,0.39,0.455,63
depraved,1.053,8,55,1,1,0.031,0.837,0.395,63
default,1.053,62,391,1,1,0.459,0.343,0.712,453
myriad,1.052,12,80,1,1,0.48,0.429,0.55,92
grey,1.052,163,1021,1,1,0.347,0.14,0.295,1184
digital,1.051,115,722,1,1,0.74,0.382,0.529,837
alternate,1.051,46,292,1,1,0.625,0.363,0.589,338
tiredness,1.051,16,105,1,1,0.387,0.408,0.242,121
backyard,1.05,45,286,1,1,0.552,0.28,0.302,331
ultimate,1.05,171,1073,1,1,0.648,0.645,0.544,1244
device,1.049,60,380,1,1,0.562,0.404,0.627,440
funnel,1.049,3,24,1,1,0.354,0.274,0.336,27
researcher,1.049,11,74,1,1,0.569,0.51,0.857,85
falcon,1.049,11,74,1,1,0.557,0.58,0.678,85
gambler,1.049,3,24,1,1,0.458,0.694,0.618,27
moisture,1.049,3,24,1,1,0.406,0.398,0.327,27
oozing,1.049,3,24,1,1,0.238,0.515,0.427,27
illustrious,1.049,3,24,1,1,0.673,0.55,0.741,27
forfeit,1.049,3,24,1,1,0.083,0.635,0.245,27
lawless,1.049,7,49,1,1,0.219,0.69,0.42,56
barbed,1.049,3,24,1,1,0.177,0.594,0.455,27
scavenger,1.049,3,24,1,1,0.177,0.578,0.408,27
statesman,1.049,3,24,1,1,0.51,0.49,0.736,27
breeder,1.049,3,24,1,1,0.645,0.481,0.605,27
leafy,1.049,3,24,1,1,0.653,0.53,0.7,27
intervening,1.049,3,24,1,1,0.398,0.627,0.442,27
discrete,1.049,3,24,1,1,0.585,0.231,0.429,27
lovesick,1.049,3,24,1,1,0.796,0.842,0.5,27
syntax,1.049,3,24,1,1,0.531,0.346,0.559,27
bouncer,1.049,3,24,1,1,0.49,0.653,0.655,27
hovel,1.049,3,24,1,1,0.333,0.296,0.322,27
unoccupied,1.049,3,24,1,1,0.258,0.245,0.412,27
militant,1.049,7,49,1,1,0.418,0.667,0.75,56
impediment,1.049,3,24,1,1,0.163,0.6,0.409,27
conspire,1.049,3,24,1,1,0.206,0.74,0.52,27
porcupine,1.049,3,24,1,1,0.388,0.421,0.367,27
grounds,1.048,38,243,1,1,0.667,0.5,0.598,281
sufficient,1.047,72,456,1,1,0.833,0.33,0.588,528
dwarf,1.046,14,93,1,1,0.37,0.34,0.288,107
rare,1.046,389,2443,1,1,0.396,0.413,0.236,2832
strolling,1.046,14,93,1,1,0.755,0.515,0.34,107
execution,1.046,25,162,1,1,0.16,0.811,0.713,187
joyous,1.045,36,231,1,1,0.958,0.58,0.728,267
contradictory,1.045,21,137,1,1,0.365,0.651,0.421,158
fundamental,1.045,43,275,1,1,0.708,0.422,0.903,318
treasured,1.044,24,156,1,1,0.849,0.471,0.73,180
macro,1.043,6,43,1,1,0.552,0.469,0.647,49
yarn,1.043,6,43,1,1,0.51,0.265,0.233,49
reinforcement,1.043,6,43,1,1,0.729,0.702,0.902,49
heartily,1.043,6,43,1,1,0.927,0.531,0.664,49
animated,1.043,27,175,1,1,0.823,0.676,0.538,202
maintain,1.043,156,986,1,1,0.684,0.398,0.647,1142
reap,1.042,33,213,1,1,0.677,0.422,0.623,246
nostalgic,1.041,43,276,1,1,0.458,0.351,0.184,319
consistency,1.041,36,232,1,1,0.714,0.5,0.887,268
octopus,1.041,9,62,1,1,0.713,0.378,0.411,71
postponed,1.041,9,62,1,1,0.439,0.327,0.402,71
inviting,1.04,97,617,1,1,0.938,0.571,0.538,714
humbly,1.039,12,81,1,1,0.771,0.194,0.37,93
stride,1.039,12,81,1,1,0.49,0.67,0.434,93
wretched,1.039,25,163,1,1,0.135,0.56,0.19,188
coast,1.039,106,674,1,1,0.719,0.396,0.458,780
akin,1.039,28,182,1,1,0.639,0.343,0.523,210
enhance,1.038,21,138,1,1,0.802,0.578,0.814,159
revolutionary,1.038,21,138,1,1,0.635,0.887,0.824,159
perpetually,1.037,24,157,1,1,0.51,0.473,0.868,181
aloof,1.037,24,157,1,1,0.189,0.423,0.302,181
underneath,1.037,55,353,1,1,0.45,0.265,0.158,408
tempting,1.037,39,252,1,1,0.615,0.74,0.519,291
classic,1.036,153,974,1,1,0.69,0.26,0.611,1127
energize,1.035,5,37,1,1,0.792,0.81,0.875,42
stint,1.035,8,56,1,1,0.49,0.326,0.342,64
catalog,1.035,8,56,1,1,0.561,0.221,0.573,64
shudder,1.035,14,94,1,1,0.344,0.791,0.559,108
prolong,1.035,8,56,1,1,0.573,0.567,0.535,64
swoon,1.035,5,37,1,1,0.292,0.51,0.16,42
jumbled,1.035,5,37,1,1,0.292,0.602,0.445,42
playa,1.035,11,75,1,1,0.724,0.51,0.575,86
suffocate,1.035,26,170,1,1,0.219,0.764,0.44,196
laurel,1.035,8,56,1,1,0.646,0.146,0.302,64
scripture,1.035,47,303,1,1,0.745,0.27,0.63,350
apathy,1.035,26,170,1,1,0.184,0.212,0.204,196
blitz,1.035,5,37,1,1,0.417,0.722,0.789,42
immortal,1.035,56,360,1,1,0.812,0.75,0.795,416
prostitution,1.035,5,37,1,1,0.125,0.843,0.475,42
relentless,1.035,35,227,1,1,0.333,0.713,0.904,262
rendition,1.035,11,75,1,1,0.417,0.36,0.398,86
crane,1.035,5,37,1,1,0.396,0.417,0.589,42
innocuous,1.035,5,37,1,1,0.51,0.321,0.172,42
beware,1.034,57,367,1,1,0.151,0.596,0.518,424
enlightened,1.033,25,164,1,1,0.956,0.566,0.7,189
groove,1.033,22,145,1,1,0.552,0.448,0.361,167
crippled,1.032,16,107,1,1,0.035,0.358,0.236,123
cup,1.032,361,2299,1,1,0.615,0.167,0.231,2660
invitation,1.032,58,374,1,1,0.802,0.549,0.647,432
spending,1.032,1008,6413,1,1,0.333,0.556,0.33,7421
decipher,1.032,13,88,1,1,0.417,0.63,0.652,101
pleasing,1.031,52,336,1,1,0.917,0.449,0.788,388
par,1.031,60,387,1,1,0.615,0.372,0.429,447
mistress,1.031,35,228,1,1,0.63,0.796,0.694,263
bearing,1.031,35,228,1,1,0.571,0.367,0.474,263
dimensional,1.031,10,69,1,1,0.561,0.484,0.596,79
ness,1.031,21,139,1,1,0.396,0.48,0.392,160
requirement,1.031,32,209,1,1,0.51,0.439,0.728,241
blade,1.03,51,330,1,1,0.378,0.602,0.594,381
pact,1.03,29,190,1,1,0.442,0.444,0.593,219
pint,1.03,26,171,1,1,0.686,0.333,0.321,197
choosy,1.029,7,50,1,1,0.28,0.76,0.712,57
provoked,1.029,7,50,1,1,0.271,0.676,0.528,57
shoveling,1.029,7,50,1,1,0.265,0.62,0.537,57
overrun,1.029,7,50,1,1,0.271,0.764,0.598,57
barred,1.029,7,50,1,1,0.143,0.741,0.535,57
exasperated,1.029,7,50,1,1,0.229,0.816,0.377,57
tethered,1.029,7,50,1,1,0.26,0.472,0.351,57
wolf,1.029,230,1472,1,1,0.448,0.712,0.63,1702
translation,1.028,81,522,1,1,0.633,0.435,0.598,603
communication,1.028,213,1364,1,1,0.837,0.4,0.649,1577
acceptance,1.028,176,1128,1,1,0.833,0.287,0.755,1304
restored,1.028,28,184,1,1,0.892,0.41,0.728,212
drum,1.028,33,216,1,1,0.615,0.679,0.339,249
glamorous,1.027,12,82,1,1,0.918,0.63,0.791,94
archive,1.027,12,82,1,1,0.438,0.294,0.527,94
religion,1.027,279,1788,1,1,0.646,0.32,0.755,2067
elephant,1.025,62,402,1,1,0.531,0.51,0.615,464
inning,1.025,4,31,1,1,0.602,0.315,0.52,35
tangerine,1.025,4,31,1,1,0.571,0.271,0.395,35
scorpion,1.025,9,63,1,1,0.198,0.745,0.6,72
perplexing,1.025,4,31,1,1,0.316,0.53,0.362,35
presumptuous,1.025,4,31,1,1,0.265,0.596,0.616,35
cyberspace,1.025,4,31,1,1,0.677,0.594,0.611,35
heist,1.025,4,31,1,1,0.184,0.85,0.645,35
instruct,1.025,4,31,1,1,0.729,0.49,0.833,35
maze,1.025,34,223,1,1,0.438,0.608,0.444,257
fruity,1.025,4,31,1,1,0.683,0.414,0.33,35
haywire,1.025,4,31,1,1,0.358,0.545,0.43,35
presentable,1.025,4,31,1,1,0.836,0.311,0.643,35
railing,1.025,4,31,1,1,0.551,0.298,0.44,35
detract,1.025,4,31,1,1,0.344,0.438,0.368,35
thrill,1.025,29,191,1,1,0.888,0.837,0.711,220
grinder,1.025,4,31,1,1,0.459,0.615,0.561,35
engage,1.024,148,953,1,1,0.771,0.796,0.713,1101
oblivious,1.024,41,268,1,1,0.229,0.388,0.355,309
madness,1.024,213,1370,1,1,0.104,0.804,0.44,1583
hound,1.023,16,108,1,1,0.417,0.528,0.582,124
destruction,1.023,96,621,1,1,0.102,0.929,0.613,717
babbling,1.022,11,76,1,1,0.396,0.418,0.241,87
artificial,1.022,23,153,1,1,0.306,0.385,0.351,176
terrace,1.022,11,76,1,1,0.615,0.269,0.411,87
extraordinary,1.022,61,397,1,1,0.969,0.728,0.86,458
demeanor,1.022,18,121,1,1,0.633,0.433,0.657,139
achieved,1.022,94,609,1,1,0.896,0.519,0.775,703
deadly,1.021,60,391,1,1,0.143,0.849,0.554,451
racking,1.02,6,44,1,1,0.411,0.442,0.375,50
flair,1.02,6,44,1,1,0.775,0.471,0.676,50
parole,1.02,6,44,1,1,0.388,0.62,0.526,50
smite,1.02,6,44,1,1,0.303,0.846,0.682,50
compartment,1.02,6,44,1,1,0.5,0.389,0.607,50
anointing,1.02,6,44,1,1,0.653,0.35,0.547,50
obliged,1.02,13,89,1,1,0.327,0.68,0.411,102
immunity,1.02,6,44,1,1,0.633,0.316,0.786,50
compelling,1.02,27,179,1,1,0.698,0.57,0.87,206
critique,1.019,22,147,1,1,0.302,0.76,0.537,169
poisonous,1.019,22,147,1,1,0.102,0.87,0.533,169
cluster,1.019,15,102,1,1,0.49,0.458,0.446,117
messiah,1.019,15,102,1,1,0.781,0.634,0.8,117
align,1.019,31,205,1,1,0.656,0.364,0.627,236
assert,1.018,8,57,1,1,0.75,0.619,0.809,65
armchair,1.018,8,57,1,1,0.646,0.164,0.339,65
retract,1.018,8,57,1,1,0.316,0.443,0.358,65
indifferent,1.017,30,199,1,1,0.396,0.157,0.25,229
ere,1.016,10,70,1,1,0.479,0.312,0.377,80
creaking,1.016,10,70,1,1,0.302,0.743,0.415,80
chai,1.016,21,141,1,1,0.5,0.375,0.363,162
segregation,1.016,10,70,1,1,0.302,0.545,0.39,80
cramped,1.016,10,70,1,1,0.24,0.567,0.36,80
catastrophe,1.015,12,83,1,1,0.146,0.952,0.67,95
charisma,1.015,12,83,1,1,0.938,0.591,0.759,95
insanity,1.015,102,665,1,1,0.098,0.847,0.337,767
carnival,1.014,16,109,1,1,0.927,0.888,0.555,125
persistence,1.014,16,109,1,1,0.684,0.611,0.873,125
analyze,1.014,33,219,1,1,0.667,0.462,0.71,252
weakness,1.014,289,1876,1,1,0.088,0.37,0.125,2165
sailor,1.013,20,135,1,1,0.5,0.588,0.5,155
superpower,1.012,24,161,1,1,0.806,0.784,0.972,185
subjective,1.012,28,187,1,1,0.51,0.35,0.432,215
establish,1.011,36,239,1,1,0.708,0.5,0.688,275
pen,1.01,112,733,1,1,0.622,0.194,0.25,845
affluent,1.009,3,25,1,1,0.756,0.388,0.477,28
interrogate,1.009,3,25,1,1,0.323,0.808,0.68,28
intergalactic,1.009,3,25,1,1,0.562,0.661,0.741,28
deluxe,1.009,7,51,1,1,0.792,0.612,0.755,58
developing,1.009,69,454,1,1,0.833,0.587,0.714,523
broaden,1.009,5,38,1,1,0.678,0.602,0.61,43
dent,1.009,9,64,1,1,0.306,0.606,0.325,73
persecution,1.009,17,116,1,1,0.229,0.865,0.66,133
bonfire,1.009,9,64,1,1,0.48,0.719,0.473,73
cache,1.009,3,25,1,1,0.552,0.348,0.389,28
visage,1.009,9,64,1,1,0.7,0.361,0.482,73
intercourse,1.009,5,38,1,1,0.551,0.608,0.557,43
compression,1.009,3,25,1,1,0.646,0.521,0.579,28
simulated,1.009,3,25,1,1,0.5,0.461,0.356,28
litigation,1.009,3,25,1,1,0.388,0.76,0.602,28
triad,1.009,3,25,1,1,0.469,0.413,0.528,28
foresight,1.009,5,38,1,1,0.68,0.482,0.64,43
grapple,1.009,7,51,1,1,0.49,0.577,0.482,58
comparative,1.009,3,25,1,1,0.47,0.273,0.562,28
chalet,1.009,3,25,1,1,0.653,0.349,0.278,28
intercede,1.009,3,25,1,1,0.582,0.577,0.63,28
avenge,1.009,5,38,1,1,0.073,0.867,0.559,43
silk,1.009,19,129,1,1,0.76,0.115,0.3,148
fluorescent,1.009,3,25,1,1,0.602,0.595,0.5,28
hostility,1.009,13,90,1,1,0.122,0.775,0.465,103
neglecting,1.009,23,155,1,1,0.177,0.441,0.23,178
unwise,1.009,5,38,1,1,0.141,0.61,0.304,43
ley,1.009,3,25,1,1,0.604,0.389,0.764,28
infertile,1.009,5,38,1,1,0.274,0.458,0.255,43
float,1.009,51,337,1,1,0.688,0.394,0.344,388
obligatory,1.009,13,90,1,1,0.337,0.571,0.78,103
specter,1.009,3,25,1,1,0.265,0.723,0.54,28
rooster,1.009,5,38,1,1,0.459,0.385,0.275,43
tgif,1.009,3,25,1,1,0.542,0.471,0.436,28
incurable,1.009,11,77,1,1,0.104,0.667,0.255,88
custard,1.009,5,38,1,1,0.618,0.26,0.293,43
parlor,1.009,3,25,1,1,0.5,0.327,0.366,28
frequent,1.008,52,344,1,1,0.594,0.481,0.525,396
expression,1.007,127,833,1,1,0.79,0.65,0.721,960
affair,1.007,53,351,1,1,0.52,0.459,0.657,404
plague,1.006,49,325,1,1,0.083,0.596,0.355,374
rhythm,1.006,72,475,1,1,0.771,0.759,0.573,547
mankind,1.004,57,378,1,1,0.823,0.471,0.768,435
salt,1.003,90,594,1,1,0.323,0.312,0.306,684
femme,1.003,12,84,1,1,0.551,0.529,0.398,96
alter,1.003,47,313,1,1,0.333,0.694,0.654,360
residence,1.001,28,189,1,1,0.615,0.382,0.585,217
seeds,1.001,37,248,1,1,0.731,0.269,0.418,285
static,1.001,26,176,1,1,0.297,0.25,0.366,202
skepticism,1.001,8,58,1,1,0.229,0.48,0.582,66
devout,1.001,8,58,1,1,0.62,0.357,0.464,66
impending,0.999,22,150,1,1,0.48,0.735,0.752,172
slaughter,0.998,20,137,1,1,0.052,0.953,0.602,157
wildfire,0.998,6,45,1,1,0.14,0.929,0.552,51
monarchy,0.998,6,45,1,1,0.45,0.557,0.87,51
outskirts,0.998,20,137,1,1,0.474,0.519,0.312,157
rain,0.998,726,4779,1,1,0.542,0.388,0.33,5505
price,0.997,259,1710,1,1,0.479,0.475,0.535,1969
cheery,0.997,11,78,1,1,0.949,0.657,0.486,89
space,0.996,2972,19583,1,1,0.8,0.317,0.573,22555
robe,0.995,21,144,1,1,0.594,0.216,0.298,165
flower,0.995,141,935,1,1,0.802,0.189,0.254,1076
leads,0.995,243,1608,1,1,0.53,0.471,0.615,1851
guards,0.995,51,342,1,1,0.448,0.663,0.72,393
bubble,0.994,181,1200,1,1,0.774,0.213,0.364,1381
malaise,0.994,4,32,1,1,0.15,0.6,0.161,36
reliability,0.994,4,32,1,1,0.917,0.38,0.696,36
immovable,0.994,4,32,1,1,0.48,0.31,0.571,36
gratuitous,0.994,4,32,1,1,0.735,0.65,0.452,36
agape,0.994,4,32,1,1,0.612,0.529,0.464,36
submarine,0.994,4,32,1,1,0.572,0.481,0.549,36
weeding,0.994,4,32,1,1,0.458,0.528,0.454,36
clink,0.994,4,32,1,1,0.458,0.462,0.319,36
ragged,0.994,9,65,1,1,0.198,0.519,0.226,74
frosted,0.994,4,32,1,1,0.748,0.471,0.218,36
rifles,0.994,4,32,1,1,0.337,0.864,0.765,36
peak,0.993,113,752,1,1,0.5,0.345,0.431,865
photo,0.993,383,2537,1,1,0.729,0.327,0.431,2920
branch,0.993,58,389,1,1,0.538,0.206,0.25,447
raft,0.992,12,85,1,1,0.51,0.229,0.228,97
ruins,0.992,77,515,1,1,0.25,0.49,0.248,592
triumph,0.992,25,171,1,1,0.969,0.798,0.926,196
plantation,0.99,7,52,1,1,0.573,0.585,0.575,59
energetic,0.99,31,211,1,1,0.847,0.868,0.902,242
crank,0.99,15,105,1,1,0.448,0.275,0.417,120
obligation,0.989,40,271,1,1,0.222,0.596,0.718,311
path,0.989,799,5307,1,1,0.59,0.245,0.421,6106
redundant,0.989,10,72,1,1,0.21,0.5,0.527,82
muffled,0.989,10,72,1,1,0.479,0.33,0.421,82
acknowledgment,0.989,10,72,1,1,0.796,0.528,0.777,82
abysmal,0.989,10,72,1,1,0.25,0.71,0.598,82
impromptu,0.989,10,72,1,1,0.541,0.729,0.415,82
intentionally,0.988,69,464,1,1,0.45,0.676,0.696,533
private,0.988,507,3374,1,1,0.661,0.422,0.644,3881
language,0.987,379,2524,1,1,0.677,0.337,0.704,2903
generosity,0.987,19,132,1,1,0.958,0.443,0.692,151
deceit,0.987,19,132,1,1,0.02,0.696,0.343,151
portal,0.987,19,132,1,1,0.583,0.347,0.547,151
redemption,0.986,42,285,1,1,0.376,0.408,0.545,327
aggression,0.986,25,172,1,1,0.094,0.929,0.533,197
agony,0.986,86,578,1,1,0.083,0.775,0.393,664
unscathed,0.984,5,39,1,1,0.625,0.308,0.611,44
expire,0.984,8,59,1,1,0.573,0.745,0.702,67
elevate,0.984,23,159,1,1,0.812,0.5,0.804,182
relevance,0.984,14,99,1,1,0.71,0.599,0.791,113
canine,0.984,5,39,1,1,0.573,0.569,0.425,44
lamenting,0.984,11,79,1,1,0.156,0.39,0.254,90
stifle,0.984,5,39,1,1,0.24,0.764,0.427,44
cautiously,0.984,8,59,1,1,0.51,0.388,0.525,67
sequence,0.984,20,139,1,1,0.543,0.35,0.529,159
loathing,0.984,47,319,1,1,0.083,0.796,0.368,366
observation,0.984,65,439,1,1,0.633,0.433,0.667,504
nexus,0.984,5,39,1,1,0.496,0.368,0.412,44
fascinated,0.984,26,179,1,1,0.812,0.714,0.788,205
optics,0.984,11,79,1,1,0.562,0.286,0.58,90
review,0.984,135,906,1,1,0.667,0.408,0.636,1041
weight,0.984,683,4561,1,1,0.45,0.38,0.577,5244
reminiscing,0.982,30,206,1,1,0.688,0.431,0.418,236
unhappiness,0.982,24,166,1,1,0.083,0.63,0.222,190
comfort,0.982,2528,16897,1,1,0.863,0.231,0.67,19425
lethal,0.981,18,126,1,1,0.156,0.8,0.745,144
land,0.981,344,2306,1,1,0.582,0.26,0.616,2650
treadmill,0.981,15,106,1,1,0.459,0.636,0.436,121
genie,0.98,12,86,1,1,0.76,0.6,0.908,98
myth,0.98,51,347,1,1,0.458,0.432,0.338,398
redhead,0.98,12,86,1,1,0.677,0.549,0.518,98
pseudo,0.98,12,86,1,1,0.367,0.389,0.282,98
watcher,0.98,12,86,1,1,0.562,0.401,0.702,98
heavenly,0.98,78,528,1,1,0.844,0.452,0.712,606
drift,0.98,65,441,1,1,0.316,0.52,0.375,506
paddy,0.979,9,66,1,1,0.653,0.33,0.33,75
infectious,0.979,9,66,1,1,0.142,0.76,0.422,75
sharpen,0.979,9,66,1,1,0.582,0.694,0.611,75
pry,0.978,16,113,1,1,0.406,0.482,0.5,129
fertility,0.978,23,160,1,1,0.885,0.529,0.726,183
finding,0.978,1383,9286,1,1,0.796,0.469,0.664,10669
retirement,0.977,79,536,1,1,0.25,0.324,0.255,615
agile,0.977,6,46,1,1,0.8,0.657,0.775,52
grouchy,0.977,6,46,1,1,0.143,0.708,0.407,52
mesa,0.977,6,46,1,1,0.604,0.191,0.319,52
agriculture,0.977,6,46,1,1,0.64,0.357,0.465,52
astray,0.977,13,93,1,1,0.098,0.676,0.308,106
monogamy,0.977,13,93,1,1,0.542,0.38,0.455,106
tortoise,0.977,6,46,1,1,0.673,0.078,0.25,52
contrived,0.977,6,46,1,1,0.408,0.53,0.458,52
utilize,0.976,17,120,1,1,0.694,0.445,0.545,137
noose,0.975,10,73,1,1,0.356,0.3,0.33,83
aesthetics,0.975,10,73,1,1,0.847,0.327,0.549,83
hawk,0.974,14,100,1,1,0.583,0.53,0.631,114
colony,0.974,14,100,1,1,0.716,0.353,0.593,114
noble,0.974,48,329,1,1,0.906,0.345,0.61,377
subtle,0.974,67,457,1,1,0.708,0.167,0.228,524
concrete,0.974,56,383,1,1,0.633,0.42,0.547,439
spirit,0.973,834,5626,1,1,0.786,0.37,0.621,6460
contain,0.973,45,309,1,1,0.542,0.49,0.658,354
quote,0.973,334,2258,1,1,0.68,0.55,0.43,2592
glum,0.972,3,26,1,1,0.244,0.337,0.123,29
propagate,0.972,3,26,1,1,0.561,0.609,0.63,29
bulletin,0.972,3,26,1,1,0.573,0.294,0.361,29
quagmire,0.972,3,26,1,1,0.318,0.48,0.413,29
battalion,0.972,3,26,1,1,0.333,0.818,0.795,29
revolver,0.972,3,26,1,1,0.194,0.796,0.75,29
adaptable,0.972,3,26,1,1,0.735,0.423,0.641,29
bouncy,0.972,3,26,1,1,0.562,0.565,0.429,29
corrupting,0.972,3,26,1,1,0.062,0.804,0.38,29
flaring,0.972,3,26,1,1,0.625,0.771,0.509,29
rue,0.972,7,53,1,1,0.323,0.394,0.246,60
vessel,0.972,27,188,1,1,0.49,0.398,0.538,215
flamingo,0.972,3,26,1,1,0.667,0.451,0.482,29
camper,0.972,11,80,1,1,0.573,0.529,0.482,91
cattle,0.972,11,80,1,1,0.622,0.34,0.445,91
crass,0.972,7,53,1,1,0.223,0.49,0.466,60
golfer,0.972,3,26,1,1,0.602,0.402,0.578,29
bulge,0.972,3,26,1,1,0.26,0.487,0.4,29
dibs,0.972,3,26,1,1,0.51,0.41,0.391,29
prescribe,0.972,7,53,1,1,0.459,0.55,0.618,60
whimper,0.972,7,53,1,1,0.271,0.545,0.308,60
quarters,0.972,19,134,1,1,0.51,0.412,0.48,153
ninety,0.972,3,26,1,1,0.479,0.349,0.436,29
palatable,0.972,3,26,1,1,0.823,0.5,0.594,29
glossy,0.972,3,26,1,1,0.802,0.519,0.807,29
rosy,0.972,7,53,1,1,0.94,0.528,0.755,60
averse,0.972,3,26,1,1,0.253,0.569,0.492,29
eavesdrop,0.972,3,26,1,1,0.375,0.71,0.368,29
location,0.971,137,931,1,1,0.615,0.375,0.546,1068
hollow,0.971,73,499,1,1,0.3,0.337,0.222,572
shunned,0.971,36,249,1,1,0.271,0.464,0.367,285
coupled,0.97,28,195,1,1,0.612,0.286,0.65,223
extended,0.97,137,932,1,1,0.57,0.304,0.649,1069
innovative,0.969,16,114,1,1,0.88,0.64,0.83,130
essay,0.969,84,574,1,1,0.559,0.411,0.53,658
indicator,0.969,12,87,1,1,0.573,0.451,0.67,99
thoughtful,0.969,77,527,1,1,0.667,0.29,0.527,604
unannounced,0.969,12,87,1,1,0.24,0.588,0.291,99
concentrate,0.968,78,534,1,1,0.75,0.439,0.743,612
sinking,0.968,101,690,1,1,0.135,0.439,0.342,791
advancing,0.968,8,60,1,1,0.929,0.608,0.812,68
feeble,0.968,8,60,1,1,0.157,0.28,0.109,68
hare,0.968,8,60,1,1,0.62,0.41,0.345,68
faction,0.968,8,60,1,1,0.469,0.43,0.448,68
decaying,0.968,8,60,1,1,0.073,0.51,0.214,68
sag,0.967,22,155,1,1,0.153,0.578,0.445,177
tormented,0.967,22,155,1,1,0.071,0.855,0.323,177
resemble,0.966,13,94,1,1,0.602,0.388,0.463,107
mat,0.966,37,257,1,1,0.459,0.221,0.304,294
rival,0.966,18,128,1,1,0.286,0.605,0.574,146
com,0.966,85,583,1,1,0.396,0.382,0.382,668
climb,0.965,110,753,1,1,0.615,0.66,0.604,863
recover,0.965,179,1222,1,1,0.918,0.51,0.647,1401
remarkable,0.965,38,264,1,1,0.88,0.573,0.72,302
retrieve,0.964,9,67,1,1,0.74,0.576,0.705,76
reproduction,0.964,4,33,1,1,0.8,0.736,0.713,37
query,0.964,14,101,1,1,0.521,0.42,0.467,115
mustang,0.964,4,33,1,1,0.635,0.642,0.708,37
simmer,0.964,4,33,1,1,0.65,0.293,0.393,37
