Term,pmi,freq_pos,freq_neg,VAD original,VAD extended,valence,arousal,dominance,frequency
meaning,0.669,6497,4849,1,1,0.663,0.395,0.625,11346
beaming,0.668,74,55,1,1,0.892,0.654,0.587,129
birdie,0.668,74,55,1,1,0.594,0.394,0.407,129
inequality,0.668,157,117,1,1,0.122,0.575,0.259,274
promo,0.668,339,253,1,1,0.602,0.551,0.614,592
fangs,0.668,90,67,1,1,0.286,0.598,0.434,157
palmer,0.668,94,70,1,1,0.48,0.269,0.413,164
tipsy,0.667,399,298,1,1,0.51,0.625,0.57,697
singular,0.666,404,302,1,1,0.61,0.302,0.482,706
bride,0.666,404,302,1,1,0.84,0.708,0.579,706
fleeting,0.666,416,311,1,1,0.439,0.65,0.387,727
woody,0.666,162,121,1,1,0.469,0.26,0.396,283
bark,0.666,361,270,1,1,0.36,0.602,0.395,631
moot,0.666,182,136,1,1,0.344,0.5,0.615,318
pursuit,0.666,576,431,1,1,0.643,0.453,0.617,1007
string,0.666,648,485,1,1,0.385,0.398,0.445,1133
alcoholism,0.665,278,208,1,1,0.061,0.779,0.407,486
heartbroken,0.665,2501,1874,1,1,0.082,0.551,0.235,4375
hombres,0.664,15,11,1,1,0.51,0.538,0.652,26
faithless,0.664,23,17,1,1,0.102,0.683,0.304,40
grub,0.664,47,35,1,1,0.602,0.406,0.355,82
immutable,0.664,15,11,1,1,0.427,0.431,0.571,26
tickle,0.664,95,71,1,1,0.76,0.727,0.342,166
preventative,0.664,43,32,1,1,0.65,0.442,0.682,75
collaborator,0.664,15,11,1,1,0.729,0.32,0.769,26
lotus,0.664,91,68,1,1,0.604,0.377,0.51,159
maxim,0.664,15,11,1,1,0.875,0.562,0.887,26
prodigal,0.664,23,17,1,1,0.643,0.491,0.66,40
porcelain,0.664,67,50,1,1,0.562,0.31,0.349,117
stag,0.664,55,41,1,1,0.594,0.25,0.389,96
hydrogen,0.664,27,20,1,1,0.469,0.303,0.554,47
dike,0.664,15,11,1,1,0.36,0.384,0.49,26
grassy,0.664,27,20,1,1,0.647,0.323,0.371,47
formality,0.664,23,17,1,1,0.594,0.353,0.75,40
junkyard,0.664,23,17,1,1,0.177,0.398,0.302,40
recon,0.664,35,26,1,1,0.5,0.447,0.4,61
abrasive,0.664,47,35,1,1,0.392,0.61,0.593,82
loin,0.664,15,11,1,1,0.42,0.298,0.379,26
smuggle,0.664,19,14,1,1,0.194,0.775,0.57,33
freelance,0.664,223,167,1,1,0.833,0.577,0.736,390
tuba,0.664,15,11,1,1,0.542,0.402,0.381,26
penchant,0.664,43,32,1,1,0.688,0.48,0.609,75
captivate,0.664,15,11,1,1,0.698,0.604,0.723,26
frayed,0.664,23,17,1,1,0.312,0.363,0.307,40
goo,0.664,227,170,1,1,0.439,0.396,0.312,397
indulgence,0.664,59,44,1,1,0.479,0.49,0.517,103
fatso,0.664,15,11,1,1,0.286,0.394,0.336,26
atom,0.664,75,56,1,1,0.51,0.5,0.433,131
bronco,0.664,15,11,1,1,0.5,0.51,0.473,26
booger,0.664,43,32,1,1,0.399,0.537,0.427,75
sheepdog,0.664,19,14,1,1,0.684,0.442,0.529,33
boastful,0.664,15,11,1,1,0.49,0.806,0.695,26
titanium,0.664,19,14,1,1,0.52,0.47,0.704,33
fulfilled,0.664,660,495,1,1,0.896,0.48,0.676,1155
donkey,0.663,324,243,1,1,0.406,0.367,0.245,567
scheme,0.663,525,394,1,1,0.521,0.269,0.577,919
bleak,0.662,646,485,1,1,0.204,0.427,0.272,1131
lady,0.662,10096,7585,1,1,0.854,0.481,0.602,17681
caption,0.662,458,344,1,1,0.814,0.292,0.379,802
despairing,0.662,132,99,1,1,0.073,0.735,0.286,231
fiction,0.661,858,645,1,1,0.438,0.657,0.441,1503
old,0.661,51308,38590,1,1,0.41,0.279,0.315,89898
rhyme,0.661,201,151,1,1,0.667,0.249,0.481,352
nut,0.66,906,682,1,1,0.365,0.31,0.25,1588
bluff,0.66,80,60,1,1,0.418,0.286,0.377,140
brightens,0.66,161,121,1,1,0.771,0.611,0.613,282
philosophical,0.66,153,115,1,1,0.719,0.275,0.713,268
summit,0.66,230,173,1,1,0.625,0.618,0.764,403
hangout,0.66,3233,2435,1,1,0.573,0.5,0.462,5668
bid,0.66,226,170,1,1,0.76,0.53,0.655,396
hallmark,0.659,279,210,1,1,0.646,0.315,0.411,489
childless,0.659,608,458,1,1,0.31,0.4,0.396,1066
digit,0.659,64,48,1,1,0.447,0.286,0.333,112
plaster,0.659,60,45,1,1,0.438,0.264,0.255,105
caterpillar,0.659,121,91,1,1,0.461,0.286,0.33,212
majesty,0.659,121,91,1,1,0.823,0.602,0.955,212
picket,0.659,60,45,1,1,0.365,0.615,0.451,105
subjective,0.658,292,220,1,1,0.51,0.35,0.432,512
dishonesty,0.658,113,85,1,1,0.094,0.592,0.348,198
stoopid,0.658,113,85,1,1,0.28,0.431,0.382,198
boomer,0.658,227,171,1,1,0.48,0.539,0.441,398
masculinity,0.658,390,294,1,1,0.583,0.67,0.851,684
soy,0.658,329,248,1,1,0.438,0.25,0.286,577
decreasing,0.658,109,82,1,1,0.32,0.346,0.224,191
beauty,0.658,5304,4002,1,1,0.842,0.6,0.644,9306
lead,0.658,6612,4989,1,1,0.323,0.657,0.455,11601
kiss,0.658,7617,5748,1,1,0.967,0.813,0.63,13365
dance,0.657,7589,5730,1,1,0.894,0.84,0.551,13319
filthy,0.657,629,475,1,1,0.115,0.714,0.321,1104
begging,0.657,3583,2707,1,1,0.292,0.461,0.202,6290
titled,0.656,503,380,1,1,0.677,0.24,0.658,883
charismatic,0.656,167,126,1,1,0.938,0.684,0.849,293
west,0.656,2235,1690,1,1,0.562,0.337,0.414,3925
sac,0.655,114,86,1,1,0.344,0.245,0.226,200
name,0.655,22963,17372,1,1,0.573,0.3,0.415,40335
haze,0.655,188,142,1,1,0.427,0.327,0.217,330
conversationalist,0.655,36,27,1,1,0.719,0.467,0.667,63
gin,0.655,369,279,1,1,0.449,0.551,0.518,648
peninsula,0.655,36,27,1,1,0.551,0.384,0.627,63
reply,0.655,7120,5388,1,1,0.762,0.29,0.596,12508
hearted,0.655,1105,836,1,1,0.823,0.41,0.805,1941
launch,0.655,575,435,1,1,0.684,0.814,0.598,1010
harp,0.655,69,52,1,1,0.618,0.31,0.356,121
myopic,0.654,32,24,1,1,0.344,0.396,0.218,56
unyielding,0.654,32,24,1,1,0.367,0.806,0.738,56
allotment,0.654,32,24,1,1,0.6,0.39,0.64,56
inquisitive,0.654,32,24,1,1,0.301,0.637,0.615,56
waffle,0.654,222,168,1,1,0.708,0.394,0.327,390
bonfire,0.654,94,71,1,1,0.48,0.719,0.473,165
lotto,0.653,61,46,1,1,0.76,0.635,0.475,107
triumphant,0.653,61,46,1,1,0.949,0.837,0.972,107
prerogative,0.653,61,46,1,1,0.521,0.442,0.538,107
midlife,0.653,90,68,1,1,0.594,0.244,0.473,158
sting,0.653,359,272,1,1,0.163,0.651,0.373,631
underneath,0.653,583,442,1,1,0.45,0.265,0.158,1025
microscope,0.653,28,21,1,1,0.531,0.33,0.464,49
hospitable,0.653,28,21,1,1,0.791,0.47,0.661,49
sleigh,0.653,28,21,1,1,0.742,0.551,0.396,49
cocoon,0.653,115,87,1,1,0.47,0.28,0.29,202
viper,0.653,28,21,1,1,0.173,0.846,0.632,49
midget,0.653,86,65,1,1,0.396,0.295,0.254,151
hypertension,0.653,28,21,1,1,0.133,0.784,0.427,49
grin,0.653,546,414,1,1,0.885,0.57,0.491,960
extinct,0.652,165,125,1,1,0.112,0.491,0.412,290
borough,0.652,53,40,1,1,0.429,0.343,0.38,93
sterile,0.651,78,59,1,1,0.302,0.471,0.291,137
blueberry,0.651,78,59,1,1,0.656,0.185,0.365,137
symbolism,0.651,103,78,1,1,0.688,0.347,0.64,181
bartender,0.651,299,227,1,1,0.573,0.698,0.585,526
enclosure,0.651,49,37,1,1,0.417,0.375,0.49,86
preceding,0.651,24,18,1,1,0.456,0.442,0.663,42
haughty,0.651,24,18,1,1,0.24,0.708,0.588,42
patriarch,0.651,24,18,1,1,0.592,0.448,0.898,42
humanoid,0.651,49,37,1,1,0.521,0.462,0.491,86
stench,0.651,124,94,1,1,0.104,0.57,0.298,218
pantomime,0.651,24,18,1,1,0.552,0.481,0.385,42
distance,0.651,6624,5034,1,1,0.233,0.317,0.418,11658
date,0.651,17984,13669,1,1,0.604,0.231,0.4,31653
lunchtime,0.65,116,88,1,1,0.896,0.398,0.444,204
tube,0.65,559,425,1,1,0.418,0.279,0.409,984
indifference,0.65,208,158,1,1,0.265,0.417,0.299,366
ranger,0.649,313,238,1,1,0.526,0.545,0.705,551
painted,0.649,464,353,1,1,0.667,0.333,0.424,817
crybaby,0.649,330,251,1,1,0.375,0.702,0.311,581
super,0.649,17589,13391,1,1,0.844,0.663,0.78,30980
misguided,0.649,322,245,1,1,0.28,0.531,0.259,567
bachelor,0.649,683,520,1,1,0.667,0.406,0.6,1203
tomb,0.649,234,178,1,1,0.112,0.5,0.343,412
emancipation,0.648,20,15,1,1,0.704,0.684,0.763,35
triplet,0.648,20,15,1,1,0.622,0.51,0.618,35
plated,0.648,20,15,1,1,0.562,0.458,0.457,35
courtship,0.648,41,31,1,1,0.667,0.49,0.654,72
behest,0.648,20,15,1,1,0.602,0.35,0.72,35
snoop,0.647,79,60,1,1,0.134,0.74,0.434,139
gifted,0.647,576,439,1,1,0.902,0.647,0.868,1015
mascot,0.647,96,73,1,1,0.75,0.337,0.337,169
hit,0.647,20962,15994,1,1,0.235,0.931,0.679,36956
rural,0.647,818,624,1,1,0.562,0.245,0.408,1442
pepperoni,0.646,92,70,1,1,0.796,0.472,0.358,162
collection,0.646,1111,848,1,1,0.725,0.311,0.588,1959
woodland,0.646,54,41,1,1,0.776,0.306,0.48,95
breakers,0.646,71,54,1,1,0.469,0.588,0.439,125
bald,0.646,520,397,1,1,0.306,0.184,0.268,917
cocaine,0.646,232,177,1,1,0.156,0.84,0.373,409
folly,0.645,88,67,1,1,0.184,0.833,0.363,155
lip,0.645,1064,813,1,1,0.541,0.348,0.443,1877
clubs,0.645,836,639,1,1,0.723,0.53,0.591,1475
blunt,0.645,1244,951,1,1,0.551,0.68,0.925,2195
geology,0.645,16,12,1,1,0.635,0.321,0.518,28
diversify,0.645,16,12,1,1,0.656,0.588,0.464,28
mutilate,0.645,16,12,1,1,0.125,0.9,0.465,28
pungent,0.645,16,12,1,1,0.347,0.755,0.535,28
melodious,0.645,16,12,1,1,0.932,0.53,0.587,28
anaconda,0.645,16,12,1,1,0.146,0.83,0.54,28
cargo,0.645,67,51,1,1,0.408,0.444,0.455,118
wrangling,0.645,16,12,1,1,0.146,0.865,0.585,28
quay,0.645,16,12,1,1,0.542,0.209,0.442,28
enigmatic,0.645,33,25,1,1,0.469,0.589,0.679,58
raccoon,0.644,165,126,1,1,0.541,0.435,0.32,291
shivering,0.644,165,126,1,1,0.122,0.663,0.373,291
camaraderie,0.644,165,126,1,1,0.833,0.51,0.648,291
conversing,0.644,131,100,1,1,0.755,0.409,0.442,231
retriever,0.644,80,61,1,1,0.459,0.5,0.464,141
homeless,0.643,2906,2225,1,1,0.042,0.45,0.188,5131
waddle,0.643,46,35,1,1,0.49,0.453,0.388,81
round,0.643,4050,3103,1,1,0.552,0.434,0.311,7153
film,0.642,4498,3448,1,1,0.823,0.491,0.566,7946
rinse,0.642,149,114,1,1,0.663,0.168,0.409,263
sailboat,0.642,29,22,1,1,0.719,0.392,0.381,51
commuter,0.642,59,45,1,1,0.646,0.52,0.512,104
bonne,0.642,29,22,1,1,0.448,0.395,0.362,51
frostbite,0.642,29,22,1,1,0.203,0.38,0.566,51
lightweight,0.642,59,45,1,1,0.67,0.3,0.358,104
indifferent,0.642,329,252,1,1,0.396,0.157,0.25,581
agency,0.642,651,499,1,1,0.46,0.296,0.583,1150
hee,0.642,325,249,1,1,0.43,0.433,0.312,574
affections,0.642,102,78,1,1,0.76,0.547,0.655,180
eventful,0.641,72,55,1,1,0.543,0.837,0.51,127
conjure,0.641,72,55,1,1,0.385,0.679,0.645,127
dementia,0.641,966,741,1,1,0.092,0.779,0.337,1707
penetration,0.641,85,65,1,1,0.438,0.885,0.792,150
wavy,0.641,85,65,1,1,0.52,0.284,0.345,150
diary,0.641,1036,795,1,1,0.698,0.292,0.464,1831
tail,0.641,666,511,1,1,0.48,0.272,0.293,1177
snatch,0.64,180,138,1,1,0.219,0.861,0.691,318
meanie,0.64,68,52,1,1,0.388,0.42,0.404,120
anxiousness,0.64,68,52,1,1,0.235,0.814,0.282,120
chimes,0.64,68,52,1,1,0.625,0.49,0.402,120
pastime,0.64,81,62,1,1,0.677,0.353,0.443,143
notch,0.64,215,165,1,1,0.459,0.361,0.358,380
exclusive,0.639,574,441,1,1,0.792,0.63,0.653,1015
herd,0.639,488,375,1,1,0.592,0.5,0.474,863
inclusion,0.639,315,242,1,1,0.774,0.404,0.712,557
inaugural,0.639,25,19,1,1,0.684,0.567,0.608,44
gooey,0.639,25,19,1,1,0.392,0.48,0.445,44
inquire,0.639,51,39,1,1,0.583,0.519,0.363,90
eggplant,0.639,38,29,1,1,0.592,0.152,0.323,67
surge,0.639,155,119,1,1,0.449,0.684,0.5,274
fatigue,0.638,537,413,1,1,0.173,0.378,0.265,950
smash,0.638,1432,1102,1,1,0.195,0.692,0.53,2534
lee,0.638,2133,1642,1,1,0.51,0.269,0.296,3775
underlying,0.638,312,240,1,1,0.48,0.445,0.452,552
carpool,0.638,99,76,1,1,0.625,0.509,0.5,175
timid,0.637,182,140,1,1,0.327,0.276,0.132,322
beaches,0.637,217,167,1,1,0.865,0.5,0.538,384
dork,0.636,261,201,1,1,0.272,0.519,0.361,462
acid,0.636,344,265,1,1,0.265,0.642,0.566,609
goddamn,0.636,2139,1649,1,1,0.125,0.76,0.422,3788
parrot,0.636,187,144,1,1,0.588,0.333,0.292,331
capitalist,0.636,222,171,1,1,0.352,0.577,0.821,393
gardener,0.636,69,53,1,1,0.673,0.346,0.361,122
plat,0.636,34,26,1,1,0.716,0.359,0.556,60
wry,0.636,34,26,1,1,0.219,0.548,0.528,60
prowess,0.636,34,26,1,1,0.792,0.657,0.833,60
innings,0.636,34,26,1,1,0.573,0.487,0.443,60
fairy,0.636,752,580,1,1,0.776,0.408,0.413,1332
widow,0.636,818,631,1,1,0.25,0.45,0.265,1449
splash,0.635,148,114,1,1,0.521,0.412,0.281,262
tod,0.635,56,43,1,1,0.469,0.33,0.384,99
smother,0.635,113,87,1,1,0.292,0.685,0.42,200
entertainment,0.635,1368,1056,1,1,0.847,0.75,0.569,2424
grim,0.635,359,277,1,1,0.31,0.483,0.298,636
rebellion,0.635,166,128,1,1,0.245,0.843,0.746,294
austerity,0.635,166,128,1,1,0.438,0.406,0.534,294
lawnmower,0.634,21,16,1,1,0.48,0.531,0.355,37
firefly,0.634,87,67,1,1,0.622,0.41,0.363,154
preliminary,0.634,21,16,1,1,0.531,0.393,0.585,37
innocently,0.634,65,50,1,1,0.776,0.25,0.302,115
clouds,0.634,1416,1094,1,1,0.735,0.195,0.324,2510
superiority,0.634,140,108,1,1,0.582,0.602,0.959,248
antagonist,0.633,74,57,1,1,0.24,0.615,0.7,131
launches,0.633,52,40,1,1,0.49,0.663,0.602,92
chimney,0.633,52,40,1,1,0.583,0.286,0.225,92
cradle,0.633,105,81,1,1,0.776,0.194,0.333,186
twitch,0.633,1090,843,1,1,0.51,0.74,0.548,1933
falsehood,0.633,83,64,1,1,0.031,0.625,0.384,147
hart,0.632,207,160,1,1,0.643,0.389,0.447,367
fallow,0.632,30,23,1,1,0.375,0.368,0.464,53
mould,0.632,61,47,1,1,0.357,0.176,0.246,108
fraught,0.632,61,47,1,1,0.266,0.662,0.596,108
taco,0.632,526,407,1,1,0.561,0.353,0.277,933
pickled,0.632,30,23,1,1,0.344,0.45,0.291,53
mobility,0.632,194,150,1,1,0.7,0.596,0.654,344
sideways,0.632,234,181,1,1,0.788,0.245,0.291,415
bust,0.632,589,456,1,1,0.52,0.5,0.42,1045
ell,0.631,39,30,1,1,0.469,0.418,0.373,69
counterpoint,0.631,39,30,1,1,0.438,0.509,0.538,69
quivering,0.631,39,30,1,1,0.407,0.776,0.342,69
terrestrial,0.631,39,30,1,1,0.542,0.413,0.582,69
surrendering,0.631,79,61,1,1,0.198,0.411,0.245,140
stale,0.631,217,168,1,1,0.235,0.461,0.286,385
millennium,0.631,88,68,1,1,0.573,0.398,0.76,156
subtext,0.631,48,37,1,1,0.635,0.276,0.412,85
futon,0.631,48,37,1,1,0.429,0.351,0.343,85
lessen,0.63,351,272,1,1,0.235,0.284,0.255,623
popularity,0.63,458,355,1,1,0.896,0.784,0.861,813
server,0.63,1025,795,1,1,0.656,0.356,0.536,1820
suburbs,0.63,182,141,1,1,0.51,0.571,0.286,323
halo,0.63,365,283,1,1,0.49,0.37,0.441,648
commissioner,0.63,66,51,1,1,0.602,0.449,0.949,117
delusional,0.629,998,775,1,1,0.219,0.745,0.327,1773
civic,0.629,111,86,1,1,0.653,0.24,0.573,197
introduce,0.629,748,581,1,1,0.592,0.559,0.648,1329
cover,0.629,4839,3760,1,1,0.365,0.24,0.471,8599
demographic,0.628,228,177,1,1,0.459,0.356,0.594,405
vanity,0.628,237,184,1,1,0.26,0.54,0.439,421
keypad,0.628,17,13,1,1,0.604,0.255,0.33,30
taming,0.628,17,13,1,1,0.569,0.514,0.575,30
missionary,0.628,62,48,1,1,0.729,0.404,0.596,110
unwed,0.628,17,13,1,1,0.541,0.595,0.459,30
promotional,0.628,35,27,1,1,0.84,0.646,0.679,62
expectant,0.628,26,20,1,1,0.708,0.65,0.474,46
midsummer,0.628,44,34,1,1,0.781,0.48,0.492,78
rung,0.628,44,34,1,1,0.51,0.355,0.368,78
lettering,0.628,17,13,1,1,0.541,0.18,0.431,30
toxin,0.628,17,13,1,1,0.115,0.654,0.456,30
suffocation,0.628,53,41,1,1,0.02,0.83,0.462,94
bleeding,0.627,798,621,1,1,0.135,0.817,0.408,1419
endless,0.627,2407,1874,1,1,0.347,0.462,0.472,4281
kris,0.626,365,284,1,1,0.427,0.417,0.407,649
stoic,0.626,112,87,1,1,0.427,0.473,0.602,199
moss,0.626,103,80,1,1,0.235,0.27,0.245,183
highlight,0.626,886,690,1,1,0.844,0.637,0.882,1576
retards,0.626,85,66,1,1,0.362,0.434,0.218,151
cloak,0.626,171,133,1,1,0.469,0.188,0.333,304
starving,0.626,814,634,1,1,0.163,0.67,0.336,1448
oblivion,0.626,307,239,1,1,0.153,0.33,0.282,546
programme,0.626,425,331,1,1,0.74,0.298,0.537,756
musical,0.625,992,773,1,1,0.908,0.63,0.53,1765
graffiti,0.625,58,45,1,1,0.582,0.633,0.353,103
mast,0.625,49,38,1,1,0.542,0.39,0.58,87
beau,0.625,140,109,1,1,0.612,0.44,0.432,249
tidal,0.625,90,70,1,1,0.592,0.539,0.519,160
painting,0.624,1052,821,1,1,0.792,0.324,0.333,1873
bye,0.624,6639,5183,1,1,0.375,0.398,0.321,11822
coastal,0.624,72,56,1,1,0.604,0.37,0.51,128
bargaining,0.624,72,56,1,1,0.622,0.64,0.642,128
parish,0.623,136,106,1,1,0.698,0.354,0.582,242
barn,0.623,200,156,1,1,0.51,0.452,0.425,356
interaction,0.623,3930,3070,1,1,0.646,0.735,0.75,7000
racer,0.623,31,24,1,1,0.48,0.631,0.678,55
germ,0.623,31,24,1,1,0.265,0.421,0.302,55
skate,0.623,237,185,1,1,0.74,0.653,0.508,422
doggy,0.623,237,185,1,1,0.646,0.491,0.404,422
limelight,0.623,141,110,1,1,0.667,0.639,0.694,251
poetry,0.623,1488,1163,1,1,0.697,0.235,0.629,2651
railway,0.622,109,85,1,1,0.613,0.615,0.623,194
boon,0.622,54,42,1,1,0.878,0.294,0.642,96
counteract,0.622,54,42,1,1,0.378,0.542,0.688,96
symptom,0.622,384,300,1,1,0.38,0.529,0.434,684
meth,0.622,187,146,1,1,0.354,0.564,0.34,333
sample,0.622,270,211,1,1,0.521,0.187,0.452,481
aloft,0.621,22,17,1,1,0.771,0.373,0.7,39
dryness,0.621,22,17,1,1,0.292,0.296,0.263,39
recital,0.621,22,17,1,1,0.838,0.44,0.572,39
dispirited,0.621,22,17,1,1,0.204,0.28,0.142,39
coloring,0.621,137,107,1,1,0.781,0.469,0.353,244
arithmetic,0.621,22,17,1,1,0.453,0.46,0.634,39
scholarly,0.621,22,17,1,1,0.75,0.466,0.709,39
rub,0.621,1099,860,1,1,0.521,0.565,0.4,1959
triangle,0.621,165,129,1,1,0.562,0.269,0.352,294
brandy,0.621,119,93,1,1,0.6,0.59,0.487,212
chronicle,0.62,36,28,1,1,0.427,0.571,0.586,64
joyful,0.62,531,416,1,1,0.99,0.74,0.667,947
vagina,0.62,425,333,1,1,0.551,0.87,0.5,758
chapel,0.619,138,108,1,1,0.573,0.24,0.44,246
motherfucking,0.619,231,181,1,1,0.071,0.823,0.373,412
eastern,0.619,361,283,1,1,0.521,0.42,0.48,644
rapping,0.619,194,152,1,1,0.565,0.716,0.417,346
peachy,0.619,64,50,1,1,0.755,0.479,0.388,114
weenie,0.619,64,50,1,1,0.406,0.451,0.284,114
billboard,0.619,208,163,1,1,0.594,0.317,0.481,371
obsessive,0.619,352,276,1,1,0.219,0.823,0.48,628
yearn,0.619,352,276,1,1,0.592,0.491,0.491,628
furry,0.619,854,670,1,1,0.428,0.4,0.333,1524
voluntary,0.619,171,134,1,1,0.771,0.46,0.643,305
childhood,0.618,3612,2835,1,1,0.865,0.413,0.307,6447
wind,0.618,3706,2909,1,1,0.531,0.404,0.578,6615
success,0.618,4391,3447,1,1,0.959,0.88,0.981,7838
chap,0.618,255,200,1,1,0.55,0.41,0.345,455
capitalism,0.618,577,453,1,1,0.448,0.686,0.848,1030
neurotic,0.617,139,109,1,1,0.198,0.801,0.387,248
erosion,0.617,41,32,1,1,0.312,0.77,0.465,73
path,0.617,8175,6423,1,1,0.59,0.245,0.421,14598
famine,0.617,69,54,1,1,0.163,0.679,0.31,123
realism,0.617,83,65,1,1,0.74,0.545,0.67,148
cocksucker,0.617,27,21,1,1,0.083,0.764,0.339,48
fink,0.617,27,21,1,1,0.41,0.514,0.439,48
blue,0.617,8746,6874,1,1,0.646,0.137,0.291,15620
converse,0.617,373,293,1,1,0.594,0.406,0.598,666
pill,0.617,1192,937,1,1,0.573,0.407,0.368,2129
unattached,0.616,74,58,1,1,0.192,0.439,0.283,132
orphanage,0.616,135,106,1,1,0.184,0.439,0.425,241
lavish,0.616,107,84,1,1,0.792,0.648,0.73,191
quirky,0.616,342,269,1,1,0.708,0.373,0.564,611
gizmo,0.616,46,36,1,1,0.51,0.49,0.337,82
capsule,0.616,46,36,1,1,0.583,0.29,0.57,82
price,0.615,2547,2005,1,1,0.479,0.475,0.535,4552
grumpy,0.615,720,567,1,1,0.198,0.808,0.559,1287
keg,0.615,32,25,1,1,0.551,0.389,0.404,57
piggy,0.615,164,129,1,1,0.541,0.365,0.412,293
misread,0.615,98,77,1,1,0.115,0.558,0.315,175
repellent,0.615,32,25,1,1,0.286,0.5,0.491,57
mosaic,0.615,32,25,1,1,0.635,0.25,0.302,57
cascade,0.615,32,25,1,1,0.735,0.509,0.395,57
jingle,0.615,131,103,1,1,0.635,0.5,0.424,234
arbor,0.615,32,25,1,1,0.583,0.49,0.591,57
youthful,0.614,84,66,1,1,0.827,0.48,0.686,150
merciless,0.614,51,40,1,1,0.062,0.88,0.634,91
hurl,0.614,51,40,1,1,0.316,0.745,0.574,91
achy,0.614,51,40,1,1,0.167,0.84,0.373,91
intellectual,0.614,680,536,1,1,0.906,0.455,0.845,1216
mellow,0.614,174,137,1,1,0.633,0.069,0.265,311
touch,0.614,10765,8489,1,1,0.646,0.477,0.455,19254
cheery,0.614,122,96,1,1,0.949,0.657,0.486,218
farming,0.613,217,171,1,1,0.58,0.414,0.568,388
misery,0.613,3891,3070,1,1,0.146,0.378,0.158,6961
cat,0.613,16335,12893,1,1,0.667,0.26,0.37,29228
smelly,0.613,208,164,1,1,0.1,0.528,0.245,372
eject,0.613,18,14,1,1,0.434,0.656,0.559,32
crevice,0.613,18,14,1,1,0.361,0.471,0.275,32
delirium,0.613,37,29,1,1,0.233,0.694,0.484,66
seminal,0.613,18,14,1,1,0.459,0.413,0.566,32
flatulence,0.613,18,14,1,1,0.21,0.632,0.343,32
submerge,0.613,18,14,1,1,0.517,0.643,0.456,32
perdition,0.613,18,14,1,1,0.135,0.656,0.496,32
piggyback,0.613,18,14,1,1,0.438,0.49,0.343,32
coherence,0.613,18,14,1,1,0.72,0.406,0.788,32
alchemy,0.613,37,29,1,1,0.541,0.583,0.693,66
pore,0.613,18,14,1,1,0.427,0.271,0.342,32
albino,0.613,37,29,1,1,0.5,0.24,0.358,66
delighted,0.612,456,360,1,1,0.938,0.664,0.685,816
lace,0.612,123,97,1,1,0.625,0.2,0.293,220
swoon,0.612,61,48,1,1,0.292,0.51,0.16,109
cube,0.611,271,214,1,1,0.469,0.226,0.274,485
departure,0.611,195,154,1,1,0.573,0.5,0.426,349
thrift,0.611,66,52,1,1,0.76,0.217,0.649,118
contentment,0.611,358,283,1,1,0.875,0.61,0.782,641
riches,0.611,224,177,1,1,0.958,0.694,0.88,401
author,0.61,1093,865,1,1,0.775,0.343,0.749,1958
concord,0.61,23,18,1,1,0.677,0.32,0.586,41
sandal,0.61,23,18,1,1,0.49,0.283,0.333,41
relocation,0.61,23,18,1,1,0.396,0.5,0.475,41
chowder,0.61,23,18,1,1,0.51,0.324,0.241,41
kernel,0.61,23,18,1,1,0.542,0.453,0.462,41
uncouth,0.61,23,18,1,1,0.08,0.761,0.35,41
valentine,0.609,9787,7752,1,1,0.888,0.615,0.51,17539
lsd,0.609,76,60,1,1,0.375,0.471,0.39,136
hitch,0.609,76,60,1,1,0.512,0.48,0.554,136
congratulation,0.609,76,60,1,1,0.948,0.78,0.717,136
fluffy,0.609,519,411,1,1,0.781,0.431,0.356,930
fruity,0.609,52,41,1,1,0.683,0.414,0.33,93
chitchat,0.609,52,41,1,1,0.673,0.455,0.403,93
exude,0.609,52,41,1,1,0.375,0.519,0.411,93
waves,0.608,1858,1473,1,1,0.643,0.47,0.509,3331
cash,0.608,1525,1209,1,1,0.867,0.552,0.714,2734
speaker,0.608,1192,945,1,1,0.604,0.66,0.723,2137
whirl,0.608,28,22,1,1,0.461,0.788,0.661,50
pacify,0.608,28,22,1,1,0.812,0.283,0.629,50
diagram,0.608,86,68,1,1,0.562,0.357,0.445,154
deepen,0.608,57,45,1,1,0.625,0.53,0.776,102
ostensibly,0.608,28,22,1,1,0.473,0.529,0.509,50
labyrinth,0.608,91,72,1,1,0.479,0.811,0.491,163
director,0.608,677,537,1,1,0.688,0.58,0.912,1214
dale,0.608,154,122,1,1,0.622,0.27,0.365,276
martini,0.607,62,49,1,1,0.828,0.5,0.519,111
unhappy,0.607,5995,4758,1,1,0.112,0.5,0.155,10753
drivel,0.607,96,76,1,1,0.398,0.469,0.463,172
blob,0.607,96,76,1,1,0.5,0.376,0.298,172
ambient,0.607,96,76,1,1,0.625,0.36,0.582,172
granny,0.607,518,411,1,1,0.796,0.24,0.452,929
intricate,0.607,67,53,1,1,0.559,0.704,0.5,120
irregular,0.607,67,53,1,1,0.312,0.548,0.321,120
arduous,0.607,67,53,1,1,0.344,0.783,0.605,120
powerfully,0.607,67,53,1,1,0.854,0.724,0.935,120
streak,0.607,271,215,1,1,0.44,0.608,0.511,486
dill,0.607,33,26,1,1,0.427,0.36,0.373,59
junk,0.607,723,574,1,1,0.115,0.481,0.118,1297
gardens,0.607,213,169,1,1,0.775,0.202,0.296,382
sucking,0.606,705,560,1,1,0.227,0.528,0.377,1265
