Term,pmi,freq_pos,freq_neg,VAD original,VAD extended,valence,arousal,dominance,frequency
abracadabra,4.6,477,6,1,1,0.673,0.632,0.434,483
lodge,4.057,3134,78,1,1,0.656,0.356,0.474,3212
inadmissible,4.02,152,3,1,1,0.188,0.636,0.389,155
swinger,3.804,153,4,1,1,0.459,0.778,0.482,157
incidental,3.71,532,18,1,1,0.281,0.61,0.404,550
porno,3.672,2078,76,1,1,0.302,0.923,0.519,2154
sergeant,3.519,879,37,1,1,0.408,0.6,0.833,916
flatbed,3.372,39,1,1,1,0.49,0.25,0.38,40
furrow,3.354,333,16,1,1,0.408,0.42,0.345,349
hitchhiker,3.306,261,13,1,1,0.594,0.626,0.603,274
austere,3.235,156,8,1,1,0.5,0.39,0.422,164
allowance,3.226,2988,172,1,1,0.673,0.382,0.591,3160
plume,3.124,77,4,1,1,0.469,0.323,0.375,81
nigger,3.055,1091,74,1,1,0.24,0.347,0.398,1165
honeysuckle,3.05,28,1,1,1,0.597,0.451,0.517,29
unauthorized,3.038,314,21,1,1,0.26,0.448,0.259,335
steeple,3.015,41,2,1,1,0.625,0.519,0.5,43
sparrow,3.004,968,69,1,1,0.583,0.46,0.327,1037
woodpecker,2.999,123,8,1,1,0.52,0.482,0.445,131
contentious,2.969,520,38,1,1,0.422,0.573,0.637,558
coed,2.912,100,7,1,1,0.469,0.531,0.481,107
whale,2.862,4694,390,1,1,0.582,0.398,0.509,5084
thunderbolt,2.833,69,5,1,1,0.418,0.719,0.642,74
castaway,2.819,632,54,1,1,0.208,0.646,0.422,686
disused,2.743,31,2,1,1,0.25,0.302,0.186,33
gaiety,2.743,31,2,1,1,0.854,0.759,0.72,33
pantyhose,2.662,117,11,1,1,0.57,0.539,0.25,128
ferment,2.645,28,2,1,1,0.375,0.531,0.418,30
revolver,2.57,295,32,1,1,0.194,0.796,0.75,327
painstaking,2.556,114,12,1,1,0.396,0.335,0.386,126
recline,2.516,101,11,1,1,0.46,0.404,0.418,112
neutron,2.513,160,18,1,1,0.469,0.44,0.679,178
hourglass,2.512,126,14,1,1,0.542,0.284,0.492,140
tackling,2.505,1301,154,1,1,0.48,0.694,0.613,1455
storehouse,2.487,32,3,1,1,0.57,0.25,0.491,35
spleen,2.478,89,10,1,1,0.448,0.255,0.396,99
petunia,2.456,111,13,1,1,0.583,0.26,0.356,124
plaintive,2.43,38,4,1,1,0.292,0.529,0.306,42
cleanliness,2.426,589,75,1,1,0.816,0.363,0.609,664
supermodel,2.4,120,15,1,1,0.88,0.663,0.698,135
rapture,2.385,677,90,1,1,0.439,0.883,0.567,767
hooky,2.384,66,8,1,1,0.468,0.5,0.452,74
growl,2.383,810,108,1,1,0.194,0.764,0.482,918
richness,2.344,228,31,1,1,0.896,0.833,0.922,259
moonlight,2.337,3197,449,1,1,0.865,0.264,0.409,3646
obesity,2.322,720,102,1,1,0.215,0.37,0.328,822
crouch,2.314,117,16,1,1,0.281,0.606,0.312,133
cowboy,2.29,1625,239,1,1,0.594,0.625,0.695,1864
electron,2.286,26,3,1,1,0.52,0.455,0.56,29
corduroy,2.273,39,5,1,1,0.57,0.324,0.357,44
breakable,2.271,112,16,1,1,0.194,0.667,0.408,128
outpost,2.271,112,16,1,1,0.635,0.571,0.675,128
aristocrat,2.263,32,4,1,1,0.583,0.413,0.811,36
supernova,2.259,137,20,1,1,0.729,0.673,0.827,157
midland,2.257,117,17,1,1,0.521,0.402,0.456,134
avenue,2.248,1331,204,1,1,0.677,0.36,0.377,1535
horny,2.241,14621,2264,1,1,0.49,0.908,0.56,16885
sweetener,2.237,732,113,1,1,0.67,0.333,0.33,845
zeppelin,2.227,260,40,1,1,0.542,0.55,0.472,300
climber,2.222,37,5,1,1,0.573,0.716,0.735,42
squirt,2.208,205,32,1,1,0.406,0.46,0.255,237
tambourine,2.201,30,4,1,1,0.622,0.548,0.348,34
amateur,2.201,619,99,1,1,0.469,0.5,0.409,718
shire,2.199,98,15,1,1,0.479,0.257,0.609,113
pretender,2.196,215,34,1,1,0.5,0.683,0.574,249
goblin,2.195,1096,177,1,1,0.333,0.542,0.377,1273
idleness,2.182,72,11,1,1,0.308,0.33,0.228,83
twain,2.179,272,44,1,1,0.541,0.255,0.37,316
boredom,2.17,4387,729,1,1,0.167,0.139,0.255,5116
turnaround,2.168,173,28,1,1,0.56,0.654,0.407,201
clod,2.168,29,4,1,1,0.375,0.404,0.365,33
vacancy,2.145,251,42,1,1,0.643,0.311,0.418,293
carnation,2.144,81,13,1,1,0.653,0.357,0.431,94
ploughed,2.144,40,6,1,1,0.438,0.42,0.431,46
tun,2.136,336,57,1,1,0.386,0.413,0.364,393
wistful,2.132,161,27,1,1,0.323,0.451,0.312,188
indemnity,2.13,51,8,1,1,0.47,0.607,0.692,59
wino,2.126,22,3,1,1,0.406,0.535,0.349,25
pepper,2.123,4411,768,1,1,0.4,0.539,0.328,5179
sedentary,2.117,56,9,1,1,0.292,0.185,0.273,65
racetrack,2.104,44,7,1,1,0.708,0.808,0.624,51
unbroken,2.095,211,37,1,1,0.55,0.224,0.602,248
housewife,2.088,719,129,1,1,0.656,0.361,0.449,848
halt,2.084,611,110,1,1,0.167,0.36,0.432,721
nude,2.083,2291,415,1,1,0.49,0.915,0.2,2706
guidebook,2.075,81,14,1,1,0.677,0.26,0.427,95
tumbleweed,2.075,81,14,1,1,0.312,0.471,0.427,95
interlude,2.055,267,49,1,1,0.47,0.417,0.377,316
stave,2.055,315,58,1,1,0.417,0.333,0.424,373
bloodstream,2.05,31,5,1,1,0.552,0.53,0.528,36
untitled,2.032,177,33,1,1,0.213,0.24,0.24,210
island,2.026,27541,5291,1,1,0.745,0.347,0.432,32832
reverie,2.025,77,14,1,1,0.667,0.413,0.471,91
lovesick,2.016,133,25,1,1,0.796,0.842,0.5,158
barnyard,2.014,71,13,1,1,0.51,0.353,0.336,84
dweller,2.013,112,21,1,1,0.615,0.304,0.5,133
downpour,2.006,300,58,1,1,0.328,0.602,0.481,358
disconnection,2.004,335,65,1,1,0.167,0.283,0.277,400
arouse,2.004,55,10,1,1,0.74,0.491,0.58,65
painter,1.994,256,50,1,1,0.677,0.366,0.487,306
undefined,1.993,135,26,1,1,0.26,0.418,0.35,161
gigolo,1.986,44,8,1,1,0.4,0.706,0.528,52
aeroplane,1.986,94,18,1,1,0.714,0.642,0.644,112
cohesion,1.986,109,21,1,1,0.604,0.536,0.555,130
relevancy,1.986,44,8,1,1,0.724,0.481,0.673,52
bash,1.984,1537,307,1,1,0.385,0.546,0.463,1844
widower,1.97,373,75,1,1,0.184,0.406,0.325,448
enchanting,1.966,146,29,1,1,0.917,0.681,0.708,175
bored,1.961,53039,10873,1,1,0.153,0.167,0.196,63912
sugar,1.96,6921,1419,1,1,0.896,0.382,0.402,8340
honeymoon,1.96,1139,233,1,1,0.979,0.678,0.526,1372
gossip,1.956,1824,375,1,1,0.173,0.765,0.245,2199
quartet,1.952,57,11,1,1,0.479,0.377,0.472,68
shears,1.94,42,8,1,1,0.429,0.527,0.254,50
mournful,1.94,85,17,1,1,0.18,0.441,0.188,102
hardcore,1.934,2045,430,1,1,0.25,0.721,0.585,2475
gilded,1.927,65,13,1,1,0.719,0.471,0.455,78
runner,1.924,996,211,1,1,0.459,0.747,0.632,1207
fisherman,1.922,135,28,1,1,0.656,0.461,0.546,163
greedy,1.921,2370,505,1,1,0.125,0.66,0.476,2875
throb,1.917,41,8,1,1,0.5,0.673,0.556,49
abbey,1.917,419,89,1,1,0.58,0.367,0.444,508
thankless,1.908,184,39,1,1,0.146,0.5,0.497,223
foreword,1.906,59,12,1,1,0.59,0.314,0.551,71
nightingale,1.906,119,25,1,1,0.74,0.34,0.496,144
commissary,1.902,22,4,1,1,0.385,0.5,0.788,26
blackbird,1.902,91,19,1,1,0.52,0.34,0.405,110
moor,1.896,95,20,1,1,0.311,0.464,0.378,115
ballroom,1.892,254,55,1,1,0.847,0.635,0.448,309
ebony,1.888,330,72,1,1,0.49,0.317,0.4,402
troll,1.887,3633,801,1,1,0.378,0.627,0.327,4434
dazed,1.878,210,46,1,1,0.3,0.697,0.277,256
vineyard,1.878,183,40,1,1,0.806,0.382,0.595,223
saxophone,1.876,102,22,1,1,0.688,0.444,0.482,124
contaminate,1.868,39,8,1,1,0.14,0.611,0.426,47
caprice,1.858,21,4,1,1,0.333,0.64,0.43,25
gentry,1.858,21,4,1,1,0.56,0.48,0.625,25
maiden,1.857,298,67,1,1,0.755,0.396,0.461,365
erotic,1.854,433,98,1,1,0.625,0.946,0.683,531
watchtower,1.852,34,7,1,1,0.5,0.415,0.647,41
catapult,1.852,34,7,1,1,0.48,0.83,0.649,41
forlorn,1.847,282,64,1,1,0.316,0.571,0.217,346
band,1.844,10997,2534,1,1,0.648,0.552,0.525,13531
turtleneck,1.843,90,20,1,1,0.583,0.398,0.327,110
honky,1.835,42,9,1,1,0.458,0.632,0.425,51
trucker,1.834,115,26,1,1,0.494,0.609,0.5,141
cure,1.83,8538,1994,1,1,0.719,0.377,0.623,10532
astonishing,1.829,704,164,1,1,0.844,0.802,0.821,868
monsoon,1.827,63,14,1,1,0.358,0.6,0.481,77
roar,1.827,724,169,1,1,0.427,0.816,0.675,893
mister,1.826,1393,326,1,1,0.604,0.406,0.663,1719
hunger,1.821,2328,548,1,1,0.083,0.554,0.328,2876
cougar,1.82,215,50,1,1,0.438,0.588,0.538,265
shifty,1.817,151,35,1,1,0.365,0.687,0.483,186
synthetic,1.814,138,32,1,1,0.396,0.35,0.519,170
gleam,1.811,83,19,1,1,0.781,0.52,0.741,102
thug,1.81,1655,394,1,1,0.24,0.882,0.667,2049
flexin,1.809,87,20,1,1,0.552,0.559,0.366,107
neon,1.807,1107,264,1,1,0.594,0.48,0.38,1371
reprise,1.802,153,36,1,1,0.459,0.5,0.464,189
evermore,1.799,111,26,1,1,0.677,0.45,0.403,137
wanderer,1.798,256,61,1,1,0.458,0.519,0.396,317
stockings,1.784,142,34,1,1,0.458,0.365,0.382,176
catfish,1.784,432,105,1,1,0.458,0.337,0.296,537
heiress,1.783,48,11,1,1,0.827,0.571,0.676,59
gape,1.78,113,27,1,1,0.493,0.651,0.287,140
velvet,1.78,1163,285,1,1,0.663,0.226,0.304,1448
epidemic,1.779,1817,446,1,1,0.092,0.83,0.611,2263
tackle,1.779,1878,461,1,1,0.365,0.686,0.569,2339
overreact,1.778,190,46,1,1,0.306,0.912,0.471,236
lesbian,1.777,5431,1337,1,1,0.385,0.66,0.415,6768
hertz,1.77,128,31,1,1,0.396,0.417,0.506,159
bulletproof,1.769,168,41,1,1,0.75,0.721,0.779,209
confess,1.767,3292,819,1,1,0.36,0.712,0.431,4111
choosy,1.763,251,62,1,1,0.28,0.76,0.712,313
downhearted,1.763,47,11,1,1,0.119,0.461,0.255,58
verve,1.763,31,7,1,1,0.724,0.84,0.693,38
rendezvous,1.763,75,18,1,1,0.75,0.49,0.658,93
etching,1.763,23,5,1,1,0.567,0.491,0.575,28
plaything,1.763,43,10,1,1,0.708,0.602,0.277,53
wintertime,1.763,23,5,1,1,0.76,0.516,0.404,28
noir,1.763,327,81,1,1,0.375,0.394,0.365,408
anal,1.759,577,144,1,1,0.333,0.798,0.334,721
submarine,1.756,146,36,1,1,0.572,0.481,0.549,182
parched,1.749,74,18,1,1,0.25,0.235,0.255,92
playmate,1.747,125,31,1,1,0.878,0.509,0.398,156
lethargic,1.746,239,60,1,1,0.214,0.245,0.375,299
runes,1.745,54,13,1,1,0.438,0.3,0.304,67
owner,1.744,4600,1171,1,1,0.776,0.449,0.92,5771
tiredness,1.738,487,124,1,1,0.387,0.408,0.242,611
voyeur,1.737,38,9,1,1,0.479,0.615,0.466,47
loveliness,1.733,100,25,1,1,0.959,0.509,0.75,125
snowman,1.733,197,50,1,1,0.776,0.291,0.323,247
crippling,1.732,4877,1257,1,1,0.156,0.598,0.391,6134
dignify,1.731,30,7,1,1,0.854,0.588,0.735,37
pelican,1.731,30,7,1,1,0.573,0.391,0.38,37
impersonate,1.731,30,7,1,1,0.51,0.632,0.591,37
popper,1.728,111,28,1,1,0.42,0.509,0.411,139
astronaut,1.727,331,85,1,1,0.792,0.601,0.761,416
mitten,1.726,26,6,1,1,0.531,0.33,0.408,32
habitation,1.726,26,6,1,1,0.781,0.231,0.538,32
weekly,1.726,3515,911,1,1,0.622,0.288,0.38,4426
testicle,1.723,49,12,1,1,0.458,0.651,0.41,61
weightless,1.723,49,12,1,1,0.46,0.426,0.375,61
alluring,1.722,168,43,1,1,0.837,0.745,0.843,211
ransom,1.719,202,52,1,1,0.582,0.8,0.565,254
combat,1.717,2667,697,1,1,0.302,0.846,0.833,3364
starved,1.715,1014,265,1,1,0.097,0.689,0.219,1279
aphrodisiac,1.708,52,13,1,1,0.75,0.846,0.667,65
autobiographical,1.708,52,13,1,1,0.909,0.462,0.582,65
emptiness,1.707,7007,1851,1,1,0.177,0.173,0.184,8858
jukebox,1.693,137,36,1,1,0.699,0.54,0.429,173
spinster,1.692,517,138,1,1,0.357,0.368,0.345,655
uneventful,1.691,133,35,1,1,0.51,0.343,0.41,168
payphone,1.689,25,6,1,1,0.469,0.36,0.37,31
cooling,1.688,281,75,1,1,0.469,0.324,0.392,356
hearts,1.687,19898,5362,1,1,0.948,0.592,0.634,25260
beak,1.683,84,22,1,1,0.375,0.363,0.411,106
cashmere,1.681,58,15,1,1,0.653,0.452,0.439,73
squire,1.68,69,18,1,1,0.479,0.459,0.71,87
porn,1.677,6845,1864,1,1,0.344,0.915,0.421,8709
alleviate,1.677,667,181,1,1,0.869,0.27,0.528,848
redhead,1.676,410,111,1,1,0.677,0.549,0.518,521
winch,1.676,21,5,1,1,0.385,0.434,0.449,26
disengagement,1.676,21,5,1,1,0.327,0.373,0.395,26
timeless,1.674,515,140,1,1,0.408,0.468,0.583,655
spotted,1.673,1052,287,1,1,0.354,0.472,0.295,1339
alienation,1.661,830,229,1,1,0.378,0.53,0.462,1059
tasting,1.653,465,129,1,1,0.781,0.603,0.6,594
disaffected,1.651,67,18,1,1,0.176,0.41,0.291,85
surfer,1.651,92,25,1,1,0.704,0.701,0.554,117
immaterial,1.649,24,6,1,1,0.296,0.309,0.295,30
revere,1.649,49,13,1,1,0.75,0.562,0.608,62
pedestal,1.648,395,110,1,1,0.735,0.284,0.579,505
seagull,1.648,81,22,1,1,0.635,0.245,0.314,103
sunbeam,1.645,31,8,1,1,0.729,0.44,0.505,39
dot,1.639,1473,416,1,1,0.434,0.29,0.391,1889
phony,1.639,1052,297,1,1,0.115,0.592,0.202,1349
ennui,1.639,105,29,1,1,0.406,0.461,0.316,134
erotica,1.637,126,35,1,1,0.781,0.87,0.579,161
ode,1.634,372,105,1,1,0.604,0.269,0.519,477
ledger,1.634,108,30,1,1,0.51,0.362,0.609,138
bitterness,1.632,1221,347,1,1,0.115,0.633,0.27,1568
cookery,1.629,27,7,1,1,0.633,0.368,0.345,34
pothole,1.629,55,15,1,1,0.344,0.294,0.283,70
blowfish,1.629,20,5,1,1,0.344,0.42,0.389,25
scarecrow,1.629,104,29,1,1,0.219,0.274,0.349,133
trawl,1.629,20,5,1,1,0.255,0.59,0.464,25
blackjack,1.629,34,9,1,1,0.419,0.679,0.452,43
friendless,1.629,2308,659,1,1,0.102,0.36,0.204,2967
hookup,1.627,446,127,1,1,0.625,0.529,0.683,573
hag,1.626,669,191,1,1,0.188,0.695,0.411,860
junction,1.621,176,50,1,1,0.49,0.481,0.364,226
cavern,1.621,58,16,1,1,0.323,0.36,0.365,74
desolation,1.62,318,91,1,1,0.073,0.481,0.273,409
wrinkled,1.619,148,42,1,1,0.271,0.402,0.2,190
orgy,1.619,245,70,1,1,0.346,0.962,0.536,315
drake,1.615,1624,470,1,1,0.467,0.411,0.452,2094
antidote,1.615,344,99,1,1,0.541,0.49,0.629,443
simile,1.613,30,8,1,1,0.615,0.363,0.464,38
dispossessed,1.613,30,8,1,1,0.354,0.577,0.331,38
greasy,1.611,336,97,1,1,0.399,0.442,0.294,433
statuette,1.608,23,6,1,1,0.677,0.433,0.518,29
lethargy,1.606,129,37,1,1,0.194,0.302,0.316,166
club,1.606,18600,5438,1,1,0.646,0.618,0.393,24038
intoxication,1.605,40,11,1,1,0.323,0.71,0.4,51
sparse,1.602,91,26,1,1,0.24,0.367,0.209,117
reaper,1.6,390,114,1,1,0.34,0.565,0.464,504
kazoo,1.6,33,9,1,1,0.503,0.462,0.411,42
rink,1.594,168,49,1,1,0.551,0.392,0.392,217
unhappiness,1.594,729,215,1,1,0.083,0.63,0.222,944
quench,1.594,97,28,1,1,0.385,0.344,0.333,125
stairway,1.594,97,28,1,1,0.562,0.51,0.407,125
heifer,1.593,26,7,1,1,0.439,0.443,0.321,33
obscenity,1.589,36,10,1,1,0.083,0.843,0.418,46
churchyard,1.589,36,10,1,1,0.296,0.444,0.347,46
wintry,1.589,36,10,1,1,0.448,0.434,0.445,46
beluga,1.587,46,13,1,1,0.51,0.333,0.482,59
prostitution,1.587,160,47,1,1,0.125,0.843,0.475,207
bitter,1.584,11088,3315,1,1,0.218,0.627,0.411,14403
hyphen,1.58,29,8,1,1,0.552,0.356,0.381,37
longing,1.576,3141,946,1,1,0.604,0.434,0.56,4087
lusty,1.574,52,15,1,1,0.469,0.941,0.673,67
enslave,1.574,148,44,1,1,0.073,0.8,0.481,192
foolproof,1.568,55,16,1,1,0.479,0.484,0.5,71
heartbreaker,1.568,190,57,1,1,0.265,0.685,0.58,247
azure,1.566,114,34,1,1,0.62,0.256,0.339,148
bonsai,1.562,35,10,1,1,0.714,0.235,0.375,45
desperate,1.56,13635,4172,1,1,0.083,0.842,0.337,17807
fits,1.56,3024,925,1,1,0.571,0.363,0.58,3949
grove,1.56,195,59,1,1,0.604,0.245,0.417,254
traces,1.56,244,74,1,1,0.482,0.448,0.389,318
untrue,1.558,693,212,1,1,0.031,0.5,0.188,905
playboy,1.557,240,73,1,1,0.646,0.9,0.519,313
plankton,1.555,25,7,1,1,0.552,0.321,0.371,32
potato,1.553,2199,677,1,1,0.541,0.235,0.265,2876
spoil,1.549,2835,877,1,1,0.146,0.723,0.328,3712
oak,1.548,296,91,1,1,0.583,0.245,0.536,387
adieu,1.546,28,8,1,1,0.25,0.471,0.342,36
armory,1.546,28,8,1,1,0.448,0.663,0.8,36
chipmunk,1.543,60,18,1,1,0.573,0.562,0.409,78
tulip,1.539,47,14,1,1,0.73,0.189,0.356,61
sonata,1.539,31,9,1,1,0.643,0.406,0.425,40
gimp,1.539,47,14,1,1,0.469,0.442,0.342,61
befriend,1.536,1762,552,1,1,0.93,0.624,0.471,2314
boner,1.53,354,111,1,1,0.344,0.612,0.393,465
dashboard,1.529,151,47,1,1,0.51,0.371,0.595,198
walrus,1.529,56,17,1,1,0.521,0.327,0.361,73
priory,1.525,40,12,1,1,0.561,0.413,0.629,52
vandal,1.525,40,12,1,1,0.135,0.792,0.473,52
leprosy,1.524,62,19,1,1,0.13,0.67,0.349,81
boyhood,1.521,21,6,1,1,0.729,0.745,0.5,27
backwoods,1.52,112,35,1,1,0.541,0.35,0.482,147
nonce,1.519,137,43,1,1,0.422,0.37,0.377,180
cloud,1.516,3292,1052,1,1,0.74,0.133,0.342,4344
chimpanzee,1.516,24,7,1,1,0.5,0.633,0.387,31
melancholic,1.514,439,140,1,1,0.181,0.306,0.277,579
graze,1.514,77,24,1,1,0.56,0.255,0.371,101
serenade,1.513,161,51,1,1,0.875,0.57,0.491,212
percussion,1.511,27,8,1,1,0.622,0.635,0.642,35
desertion,1.511,27,8,1,1,0.122,0.63,0.289,35
shroud,1.511,223,71,1,1,0.417,0.457,0.389,294
playa,1.51,260,83,1,1,0.724,0.51,0.575,343
revue,1.508,30,9,1,1,0.594,0.35,0.42,39
fronting,1.505,203,65,1,1,0.5,0.48,0.509,268
gratis,1.505,33,10,1,1,0.796,0.51,0.417,43
isolation,1.503,13357,4330,1,1,0.198,0.338,0.339,17687
remedy,1.501,1175,381,1,1,0.625,0.283,0.491,1556
gravitational,1.5,39,12,1,1,0.528,0.51,0.691,51
magician,1.499,168,54,1,1,0.714,0.657,0.551,222
gothic,1.493,167,54,1,1,0.197,0.333,0.475,221
desolate,1.492,728,238,1,1,0.104,0.32,0.228,966
masturbation,1.49,669,219,1,1,0.542,0.961,0.509,888
cowgirl,1.488,75,24,1,1,0.541,0.566,0.554,99
entrepreneur,1.487,488,160,1,1,0.885,0.704,0.92,648
desperation,1.485,1960,646,1,1,0.125,0.904,0.419,2606
stallion,1.485,99,32,1,1,0.628,0.596,0.779,131
unfulfilled,1.483,649,214,1,1,0.184,0.426,0.268,863
seventeen,1.48,1437,476,1,1,0.585,0.296,0.321,1913
hungry,1.479,10165,3375,1,1,0.083,0.69,0.254,13540
road,1.478,26246,8718,1,1,0.656,0.404,0.404,34964
genie,1.478,309,102,1,1,0.76,0.6,0.908,411
brokenhearted,1.475,413,137,1,1,0.13,0.598,0.227,550
starship,1.475,110,36,1,1,0.74,0.719,0.704,146
ballad,1.475,527,175,1,1,0.792,0.284,0.424,702
imperfect,1.475,887,295,1,1,0.173,0.527,0.202,1182
amino,1.475,68,22,1,1,0.551,0.402,0.433,90
stately,1.475,20,6,1,1,0.83,0.728,0.915,26
drudgery,1.475,32,10,1,1,0.094,0.522,0.241,42
afflict,1.475,35,11,1,1,0.302,0.555,0.293,46
fiver,1.475,32,10,1,1,0.458,0.469,0.517,42
bleu,1.475,32,10,1,1,0.46,0.354,0.379,42
masochism,1.475,44,14,1,1,0.194,0.845,0.483,58
bookish,1.475,47,15,1,1,0.604,0.236,0.43,62
poverty,1.473,2746,916,1,1,0.071,0.519,0.183,3662
exile,1.471,483,161,1,1,0.184,0.63,0.483,644
assuage,1.464,94,31,1,1,0.745,0.255,0.5,125
hilltop,1.463,85,28,1,1,0.688,0.643,0.787,113
sleepless,1.462,1592,537,1,1,0.213,0.41,0.207,2129
wanker,1.458,238,80,1,1,0.29,0.569,0.446,318
impotence,1.458,58,19,1,1,0.198,0.689,0.224,77
teen,1.457,4753,1612,1,1,0.729,0.531,0.568,6365
mistletoe,1.457,164,55,1,1,0.542,0.47,0.324,219
dreadfully,1.457,108,36,1,1,0.246,0.806,0.306,144
pensive,1.456,105,35,1,1,0.54,0.22,0.529,140
fugitive,1.456,52,17,1,1,0.104,0.922,0.388,69
com,1.455,2142,728,1,1,0.396,0.382,0.382,2870
unrequited,1.454,381,129,1,1,0.143,0.441,0.179,510
diver,1.452,43,14,1,1,0.594,0.52,0.564,57
impassioned,1.452,43,14,1,1,0.74,0.78,0.802,57
chateau,1.452,43,14,1,1,0.615,0.464,0.702,57
crane,1.452,128,43,1,1,0.396,0.417,0.589,171
gammon,1.451,81,27,1,1,0.51,0.418,0.442,108
gaping,1.45,198,67,1,1,0.408,0.668,0.242,265
flowering,1.449,37,12,1,1,0.906,0.627,0.5,49
oriental,1.447,34,11,1,1,0.592,0.409,0.598,45
campfire,1.446,206,70,1,1,0.677,0.509,0.436,276
bluegrass,1.444,31,10,1,1,0.573,0.441,0.395,41
adjective,1.443,124,42,1,1,0.57,0.316,0.569,166
dusty,1.442,725,249,1,1,0.406,0.294,0.255,974
killing,1.442,13338,4594,1,1,0.08,0.959,0.696,17932
wintery,1.441,28,9,1,1,0.388,0.512,0.463,37
crayon,1.44,83,28,1,1,0.604,0.26,0.185,111
raincoat,1.437,25,8,1,1,0.458,0.3,0.525,33
arsenic,1.437,25,8,1,1,0.281,0.472,0.447,33
laden,1.433,140,48,1,1,0.392,0.478,0.554,188
rebellious,1.433,232,80,1,1,0.344,0.88,0.663,312
gull,1.432,45,15,1,1,0.594,0.317,0.378,60
anagram,1.432,22,7,1,1,0.552,0.327,0.449,29
parson,1.432,22,7,1,1,0.583,0.25,0.615,29
gust,1.429,85,29,1,1,0.49,0.755,0.556,114
cuddle,1.427,10016,3501,1,1,0.885,0.559,0.475,13517
dollhouse,1.426,19,6,1,1,0.643,0.245,0.363,25
bogey,1.426,19,6,1,1,0.38,0.519,0.368,25
coiled,1.426,39,13,1,1,0.378,0.518,0.389,52
shopkeeper,1.426,19,6,1,1,0.677,0.51,0.73,25
oasis,1.425,290,101,1,1,0.796,0.283,0.429,391
romanticism,1.424,56,19,1,1,0.854,0.521,0.593,75
tumult,1.422,36,12,1,1,0.271,0.64,0.636,48
wreak,1.422,73,25,1,1,0.375,0.622,0.498,98
bowler,1.422,36,12,1,1,0.552,0.633,0.481,48
pathos,1.421,53,18,1,1,0.35,0.449,0.462,71
pothead,1.418,33,11,1,1,0.378,0.51,0.375,44
hopelessness,1.417,1197,422,1,1,0.052,0.402,0.223,1619
homely,1.415,194,68,1,1,0.745,0.157,0.399,262
cuff,1.414,589,208,1,1,0.469,0.453,0.387,797
spaceman,1.412,30,10,1,1,0.688,0.577,0.848,40
succubus,1.412,92,32,1,1,0.417,0.647,0.509,124
marooned,1.41,44,15,1,1,0.229,0.48,0.16,59
enlarged,1.406,41,14,1,1,0.673,0.49,0.518,55
weariness,1.406,97,34,1,1,0.104,0.333,0.226,131
porky,1.406,41,14,1,1,0.234,0.483,0.333,55
jackal,1.402,52,18,1,1,0.333,0.582,0.436,70
shipwreck,1.401,38,13,1,1,0.268,0.768,0.373,51
tramp,1.401,155,55,1,1,0.108,0.51,0.182,210
titty,1.401,297,106,1,1,0.561,0.548,0.294,403
backdrop,1.399,88,31,1,1,0.32,0.309,0.444,119
harbinger,1.398,24,8,1,1,0.49,0.389,0.692,32
teens,1.398,3268,1176,1,1,0.653,0.66,0.44,4444
inhabiting,1.395,35,12,1,1,0.458,0.44,0.598,47
roadhouse,1.395,35,12,1,1,0.5,0.62,0.458,47
sneer,1.394,82,29,1,1,0.133,0.755,0.345,111
drifter,1.393,140,50,1,1,0.449,0.512,0.391,190
nymph,1.393,46,16,1,1,0.542,0.529,0.472,62
absorption,1.392,57,20,1,1,0.609,0.422,0.446,77
barren,1.392,496,179,1,1,0.173,0.373,0.221,675
pianist,1.392,68,24,1,1,0.806,0.491,0.573,92
top,1.389,29662,10779,1,1,0.76,0.4,0.554,40441
highway,1.388,1592,578,1,1,0.64,0.583,0.425,2170
synapse,1.388,21,7,1,1,0.66,0.471,0.491,28
gopher,1.388,21,7,1,1,0.449,0.44,0.421,28
picturesque,1.388,43,15,1,1,0.802,0.491,0.483,58
thirsty,1.386,1753,638,1,1,0.281,0.66,0.31,2391
spur,1.385,147,53,1,1,0.378,0.545,0.34,200
sock,1.382,748,273,1,1,0.5,0.167,0.29,1021
drunkard,1.382,40,14,1,1,0.24,0.873,0.25,54
alligator,1.381,100,36,1,1,0.354,0.704,0.645,136
dugout,1.38,29,10,1,1,0.49,0.37,0.463,39
playwright,1.38,29,10,1,1,0.672,0.55,0.667,39
hobbit,1.378,176,64,1,1,0.479,0.489,0.472,240
pornography,1.377,173,63,1,1,0.323,0.921,0.481,236
blooming,1.376,317,116,1,1,0.86,0.452,0.593,433
distrust,1.375,496,182,1,1,0.06,0.67,0.276,678
autumn,1.375,952,350,1,1,0.765,0.204,0.45,1302
solitaire,1.375,227,83,1,1,0.365,0.227,0.279,310
inactivity,1.373,83,30,1,1,0.135,0.143,0.227,113
llama,1.37,153,56,1,1,0.49,0.59,0.519,209
spunky,1.37,26,9,1,1,0.646,0.879,0.755,35
yonder,1.37,53,19,1,1,0.615,0.33,0.318,72
passivity,1.37,26,9,1,1,0.241,0.115,0.246,35
hypnotize,1.37,53,19,1,1,0.469,0.507,0.508,72
crushing,1.369,3016,1117,1,1,0.219,0.755,0.411,4133
flop,1.367,942,349,1,1,0.081,0.642,0.196,1291
fiend,1.367,131,48,1,1,0.146,0.903,0.608,179
cavalier,1.367,69,25,1,1,0.735,0.462,0.713,94
stillness,1.366,505,187,1,1,0.729,0.125,0.339,692
